Evaluate,Store,LuggageStorage,other,Score
pretty good,1,0,0,3.524224618908666
pretty good,1,0,0,3.8306547362958403
pretty good,1,0,1,4.157444041414942
pretty good,1,0,0,4.384061586623949
pretty good,1,0,1,3.5156834980051066
pretty good,1,0,1,3.541266924721184
pretty good,1,0,1,3.9274718715424264
pretty good,1,0,0,4.101812878007355
pretty good,1,0,0,4.056759780767356
pretty good,1,0,0,4.193927314217205
pretty good,1,0,1,3.8935612393619197
pretty good,1,0,0,3.7639584662526167
pretty bad,1,0,1,3.998309038483751
pretty good,1,0,1,3.883011416805414
pretty good,1,0,1,3.76310727320497
pretty good,1,0,0,4.180963439161246
pretty good,1,0,0,4.143804130017189
pretty good,1,0,0,4.329593428223669
pretty good,1,0,0,4.362337418359834
pretty good,1,0,1,4.376371950442768
just so so,1,0,0,4.317287061901302
pretty good,1,0,1,3.8026395805244695
pretty good,1,0,0,4.073883241483441
pretty good,1,0,0,3.5079234894113736
pretty bad,1,0,1,4.239653123439663
pretty good,1,0,1,4.411913927705517
pretty bad,1,0,1,4.048958096618677
just so so,1,0,0,3.6336826429084677
pretty good,1,0,0,4.407842725585179
pretty good,1,0,1,3.527820432561991
pretty good,1,0,0,4.141339179807433
pretty bad,1,0,0,3.749721826438216
pretty good,1,0,1,4.179910312748741
pretty good,1,0,1,4.121221144141829
pretty good,1,0,0,3.638870752401237
pretty good,1,0,0,4.406223957765935
pretty good,1,0,1,3.697087804111599
pretty good,1,0,1,3.7067917240440424
pretty good,1,0,0,4.3814307783669175
pretty bad,1,0,0,3.8820858524895594
pretty good,1,0,0,4.453151807522375
pretty good,1,0,1,4.170277485813405
pretty good,1,0,0,3.6646557452751107
pretty good,1,0,1,3.975243068585613
pretty good,1,0,0,3.844022228745642
pretty good,1,0,0,4.393766827969127
pretty good,1,0,0,3.8619226657879056
pretty good,1,0,1,3.7018197576223564
pretty good,1,0,0,4.02521189408654
pretty good,1,0,0,3.5196362846768228
pretty good,1,0,0,4.179024697678409
pretty good,1,0,1,3.890189625220091
pretty good,1,0,0,3.593686914138554
pretty good,1,0,1,4.040365291254142
pretty good,1,0,1,3.788727062400877
just so so,1,0,1,3.510408873499379
pretty good,1,0,0,3.727871770364975
pretty good,1,0,1,3.855440858588149
pretty good,1,0,0,3.9229521808863033
pretty good,1,0,0,3.5116354843620594
pretty bad,1,0,1,3.5382153578184523
pretty bad,1,0,0,3.8572008518318115
pretty good,1,0,0,4.014268358490278
pretty good,1,0,0,4.246384202485704
pretty good,1,0,0,3.989182942842201
just so so,1,0,0,4.388184968681406
pretty bad,1,0,1,4.259207794694641
pretty good,1,0,0,3.8671568323055965
pretty good,1,0,1,4.01438258300242
pretty good,1,0,1,3.6544673645167287
pretty good,1,0,1,4.217786987496338
pretty good,1,0,0,3.9316837579342225
pretty good,1,0,0,4.193058565750795
just so so,1,0,0,4.439777131770296
pretty good,1,0,1,3.882027101064624
pretty good,1,0,1,4.193750863258009
pretty good,1,0,1,3.713570539911494
pretty good,1,0,0,3.7034904065605665
pretty good,1,0,1,3.640074898704375
pretty good,1,0,1,3.902095267181854
pretty good,1,0,0,3.566020553746994
pretty good,1,0,1,4.194604997651156
pretty good,1,0,0,4.466005518230842
pretty good,1,0,1,3.7756867669445535
pretty bad,1,0,1,4.178196733302274
pretty good,1,0,0,4.114888445386636
pretty good,1,0,1,3.6656385608598345
pretty good,1,0,0,3.5320114072975937
pretty good,1,0,1,3.8286160287381783
pretty good,1,0,1,3.519451822869992
pretty good,1,0,0,3.709044044476803
pretty bad,1,0,0,3.9672012816679567
pretty good,1,0,1,3.5223045482427935
pretty good,1,0,1,3.6657400954839154
just so so,1,0,0,4.352788328289487
pretty good,1,0,1,4.283366808356946
pretty good,1,0,0,3.5026876532580298
pretty good,1,0,0,3.979686419532624
pretty good,1,0,1,3.941568328959849
pretty good,1,0,0,3.7906948772897806
just so so,1,0,0,4.0130704761430165
pretty bad,1,0,1,4.161586250372082
pretty good,1,0,0,3.885217776185797
pretty good,1,0,1,4.1856921767263655
pretty good,1,0,0,3.810859713949501
pretty good,1,0,1,3.9435708813694235
pretty good,1,0,0,3.756320281752921
pretty good,1,0,1,4.274348478919096
pretty good,1,0,1,3.7544317256516275
pretty good,1,0,0,4.034310364528231
pretty good,1,0,0,4.364220824744503
pretty good,1,0,0,3.8223981202313917
pretty good,1,0,0,3.5123399776639523
pretty good,1,0,1,3.9876885278926664
pretty good,1,0,1,3.706402174763988
pretty good,1,0,0,3.9774076728608465
pretty good,1,0,0,3.526628843193835
pretty good,1,0,0,3.871034806354431
pretty good,1,0,1,3.9815638485181837
pretty bad,1,0,0,4.287414961013445
pretty bad,1,0,1,4.087815048061705
pretty bad,1,0,0,3.5562022792365786
pretty good,1,0,0,4.20944916322943
pretty bad,1,0,0,4.1695119978869
just so so,1,0,0,4.487220457073255
pretty good,1,0,1,3.840296477185255
pretty good,1,0,0,4.237312345144279
pretty bad,1,0,0,4.259163275305723
pretty good,1,0,0,3.558267991366475
pretty good,1,0,0,3.931961913490392
pretty good,1,0,0,3.5935271397077675
pretty good,1,0,1,3.799116904496678
pretty bad,1,0,1,3.8451381422362347
pretty bad,1,0,1,3.9848134184082533
pretty good,1,0,0,3.817612553533742
pretty good,1,0,1,3.7918122498073363
pretty good,1,0,1,4.285531843750967
pretty good,1,0,1,4.103546646248399
pretty good,1,0,1,4.0718289478614995
pretty good,1,0,0,4.208703853721136
pretty good,1,0,1,3.502371411386445
just so so,1,0,0,3.5037304418727397
pretty good,1,0,1,3.987395467122122
pretty good,1,0,1,4.4112682897277615
pretty good,1,0,1,4.17142363473852
pretty good,1,0,1,4.2158615134200765
pretty good,1,0,0,4.308225619927059
pretty good,1,0,1,3.9592189147352865
pretty good,1,0,1,3.8405008738055297
pretty good,1,0,1,4.365992876559525
pretty good,1,0,0,3.7645725509775114
pretty bad,1,0,0,4.372892070598234
pretty good,1,0,0,3.975322548371062
pretty good,1,0,0,3.5851845839623038
just so so,1,0,1,4.159877115767161
pretty good,1,0,1,3.5918223096406066
pretty good,1,0,1,3.9847348213964877
pretty good,1,0,0,4.125146218777752
pretty good,1,0,0,4.222665818551089
pretty good,1,0,0,4.250524036349775
pretty good,1,0,1,4.0614547339523295
pretty bad,1,0,1,3.8341736164025577
pretty good,1,0,0,3.5549348295676384
just so so,1,0,0,3.691840847295887
pretty good,1,0,1,4.416422275897519
pretty good,1,0,0,3.975050785211629
pretty good,1,0,0,4.182072032629087
pretty good,1,0,0,4.041161795836204
pretty good,1,0,1,4.113948856351542
just so so,1,0,0,3.871458762615873
pretty good,1,0,0,4.062816542942481
pretty bad,1,0,0,3.952484832590674
pretty good,1,0,1,3.9825948271134273
pretty good,1,0,1,4.079829049231859
pretty bad,1,0,0,3.5122672460854663
pretty good,1,0,0,3.977351257874335
pretty good,1,0,0,3.9871757513675545
pretty good,1,0,1,3.851895190002628
pretty bad,1,0,1,4.102615464185462
pretty good,1,0,1,4.282300098299477
pretty good,1,0,1,4.383016367279194
pretty good,1,0,1,4.151382277001517
pretty good,1,0,0,3.8538286690845034
pretty good,1,0,0,4.323670374471552
pretty good,1,0,0,3.5762797557304604
just so so,1,0,1,4.265535654676496
pretty good,1,0,0,4.1102485280868555
pretty good,1,0,1,4.123937719845797
just so so,1,0,1,4.126267913728173
pretty good,1,0,0,3.860969464699415
pretty bad,1,0,0,3.6635879749862794
pretty good,1,0,1,4.11837229437054
pretty good,1,0,0,4.37675182902505
pretty good,1,0,0,4.222566200476582
pretty good,1,0,0,4.008467481450952
pretty good,1,0,1,4.13784276577291
pretty good,1,0,0,4.38316801322189
pretty bad,1,0,0,3.878086661645415
pretty good,1,0,1,4.20403322731918
pretty good,1,0,1,4.430562760418662
pretty good,1,0,1,3.5330012006458498
pretty good,1,0,1,4.377993783511847
pretty good,1,0,1,3.5702673212230023
pretty good,1,0,1,4.036273829556983
pretty good,1,0,1,4.287187669117815
pretty good,1,0,1,4.451322667152899
pretty bad,1,0,0,4.047407072763235
pretty bad,1,0,1,4.334470172366657
pretty bad,1,0,0,4.013211211279401
pretty bad,1,0,1,4.3682456577982975
pretty good,1,0,0,4.309076501272277
pretty good,1,0,0,3.6726768378142216
pretty good,1,0,1,4.010968497529273
pretty good,1,0,0,4.483464235292373
pretty good,1,0,1,3.871015250145364
pretty good,1,0,1,3.5414323011887396
pretty good,1,0,1,4.013461497490654
pretty good,1,0,1,4.109475092164359
pretty good,1,0,1,4.201386892338954
pretty good,1,0,1,3.9142400968914117
pretty good,1,0,0,3.83137265418947
pretty good,1,0,1,3.7754548653012936
pretty good,1,0,0,4.404466510675518
pretty good,1,0,0,4.474487410378486
pretty good,1,0,1,4.2408761784685804
pretty good,1,0,1,4.184519743429895
pretty good,1,0,0,4.4103423560007675
pretty good,1,0,0,4.246325759696795
pretty bad,1,0,1,4.442710028809984
pretty good,1,0,1,4.195695300436438
pretty good,1,0,1,4.160418695068946
pretty good,1,0,1,4.121542238674776
pretty good,1,0,0,3.9836456628749546
pretty good,1,0,1,4.220646750724146
pretty good,1,0,1,4.247019855383844
pretty good,1,0,1,4.119390664534464
pretty bad,1,0,1,3.506966105067958
pretty good,1,0,0,4.110363567387879
pretty good,1,0,0,4.087715133120787
pretty good,1,0,0,3.7070314047831427
pretty good,1,0,0,4.3685006567305384
pretty bad,1,0,1,3.5028105571692008
pretty good,1,0,0,3.8125310003754747
pretty good,1,0,0,4.294533916844675
pretty good,1,0,0,4.275915294389571
pretty good,1,0,1,4.006762417156036
pretty good,1,0,0,3.502775018191406
just so so,1,0,1,4.386837514711218
just so so,1,0,0,3.754650666186622
pretty good,1,0,1,3.9812326332613432
pretty good,1,0,0,3.9638223854017074
pretty good,1,0,0,3.5434661167410493
pretty good,1,0,0,3.7247039043366446
pretty good,1,0,1,3.7652594914503
pretty good,1,0,1,3.9662060570916022
pretty good,1,0,0,4.057872382804241
pretty good,1,0,0,4.362460693022653
pretty good,1,0,0,3.68773492179399
pretty good,1,0,0,3.645853419953551
pretty good,1,0,1,4.04707449053289
pretty good,1,0,0,3.638846704028027
pretty good,1,0,1,3.916191033934785
pretty good,1,0,1,4.44620213928712
pretty good,1,0,1,4.140682377613062
pretty good,1,0,1,3.6727754822547327
pretty good,1,0,0,4.13482944980031
just so so,1,0,1,3.6689431972929047
pretty good,1,0,1,3.741357273390735
pretty good,1,0,1,4.0721354726666155
pretty good,1,0,1,4.219774338197482
pretty good,1,0,1,3.539095810933634
pretty bad,1,0,0,3.589729355522084
pretty good,1,0,0,3.9883384274313753
pretty good,1,0,0,3.9590496063527016
pretty good,1,0,1,3.9785694504668596
pretty bad,1,0,1,3.8146549211694705
pretty good,1,0,1,3.755773346907577
just so so,1,0,1,4.42942374670361
pretty good,1,0,1,3.880664904899517
pretty good,1,0,0,4.060918647492787
pretty good,1,0,0,3.9636556441558914
pretty good,1,0,1,3.9487878445091527
pretty good,1,0,1,3.6164510986722243
pretty bad,1,0,0,3.9319264125084272
pretty good,1,0,0,3.9198862206006493
pretty good,1,0,0,4.013397549470506
pretty good,1,0,1,4.255740055464382
pretty good,1,0,1,4.324805670983713
pretty good,1,0,0,3.664206946539509
pretty good,1,0,0,3.5324334269850497
pretty good,1,0,1,4.206382342866877
pretty good,1,0,0,4.249542325653026
pretty good,1,0,0,4.028282565201897
pretty good,1,0,1,4.335383212532626
pretty bad,1,0,0,4.094116225588285
pretty bad,1,0,0,3.671383666716312
just so so,1,0,0,4.005290837176747
pretty good,1,0,0,4.036324616827544
just so so,1,0,1,3.919568986865822
pretty good,1,0,1,3.826756949593419
pretty good,1,0,0,3.501260565736809
pretty good,1,0,0,4.218208001851755
pretty good,1,0,1,4.338406041726691
pretty good,1,0,1,4.409305689099441
pretty good,1,0,0,3.580506900940735
pretty good,1,0,0,3.6356925365858936
pretty good,1,0,1,3.69423565957639
pretty good,1,0,1,3.64824749435386
pretty bad,1,0,0,3.9291874125779325
pretty good,1,0,0,3.89769146677001
pretty good,1,0,1,4.299522390433945
pretty good,1,0,0,3.7091819455116912
pretty good,1,0,1,4.041129665703082
pretty good,1,0,0,3.9643896184849305
pretty good,1,0,1,3.776148774180102
pretty good,1,0,1,3.8198017119820187
pretty good,1,0,0,3.9449226856729895
pretty good,1,0,0,4.463818491732517
pretty good,1,0,0,3.909131044036704
pretty good,1,0,1,4.0727573725954365
pretty bad,1,0,1,3.7684014946809636
pretty good,1,0,0,3.639555973050161
pretty good,1,0,0,3.5342883725482035
pretty good,1,0,0,3.9164152242927237
pretty good,1,0,1,3.885317509142995
just so so,1,0,0,4.121509134835026
pretty good,1,0,0,4.065486300104353
pretty good,1,0,0,4.196177806600154
pretty good,1,0,0,4.03692366508754
pretty good,1,0,0,3.887645756901953
pretty good,1,0,0,4.404229729319369
pretty good,1,0,1,4.371310680371665
pretty good,1,0,1,3.772792859679301
pretty good,1,0,1,4.387269883991472
pretty bad,1,0,1,3.5003821572081097
pretty good,1,0,1,4.457604843515171
just so so,1,0,0,3.885300820233324
pretty good,1,0,0,4.016978267376303
pretty good,1,0,1,4.193350329868186
pretty bad,1,0,1,4.373857005189798
pretty good,1,0,1,3.727242129830015
pretty good,1,0,0,3.869399002761744
pretty good,1,0,0,3.641863548819967
just so so,1,0,1,4.239237658745678
pretty good,1,0,0,3.5596236169705553
pretty good,1,0,0,3.8981947165314694
pretty good,1,0,0,4.356940152908835
pretty good,1,0,0,4.130136086623629
pretty good,1,0,1,4.2350251057646044
pretty good,1,0,1,3.718292932780195
pretty good,1,0,1,4.1801339849488315
pretty good,1,0,1,3.8760103632792546
pretty good,1,0,1,4.491874772041852
pretty good,1,0,0,3.68545502538053
pretty good,1,0,1,4.375622205353068
pretty good,1,0,1,3.6604991074903674
pretty good,1,0,0,3.556827779848777
pretty good,1,0,1,4.420680388669506
pretty good,1,0,0,3.853865023184474
pretty good,1,0,1,4.160363732433887
pretty bad,1,0,0,4.4261220792729965
pretty good,1,0,0,3.916572683698848
pretty good,1,0,0,3.7979388465759314
pretty good,1,0,0,4.012532811892029
pretty good,1,0,0,3.6930457206168033
just so so,1,0,0,4.3630580198208735
pretty good,1,0,0,3.791434408300276
just so so,1,0,1,4.478350868390425
pretty good,1,0,0,4.2535206123455325
pretty good,1,0,1,4.162856408176608
pretty good,1,0,0,3.722010702451522
pretty good,1,0,1,4.287352498351428
pretty good,1,0,1,4.2174863138305225
pretty good,1,0,0,4.3679768284252605
pretty good,1,0,0,4.151305978385305
pretty good,1,0,1,4.294168711786606
pretty good,1,0,0,3.500711689049183
pretty good,1,0,1,4.056025091359963
pretty good,1,0,0,3.6610127891566546
pretty good,1,0,1,3.7493871651925263
pretty good,1,0,1,4.2635634974718934
pretty good,1,0,0,3.7880921540519337
pretty good,1,0,0,4.4351550352283216
pretty good,1,0,1,3.718577865537966
pretty good,1,0,1,3.68390462221615
pretty good,1,0,1,4.026141396253056
pretty good,1,0,0,4.312006854262822
pretty bad,1,0,0,3.7643408287265143
pretty bad,1,0,1,4.46021730751427
pretty good,1,0,1,3.6499943855291477
pretty good,1,0,1,3.793849829002796
pretty bad,1,0,1,3.65445916308007
pretty good,1,0,0,4.410057857975925
pretty good,1,0,0,3.5492681375524118
pretty good,1,0,1,4.036059927576725
just so so,1,0,0,3.5630922439016204
pretty good,1,0,0,4.380516547453866
just so so,1,0,0,3.573643044134243
pretty good,1,0,1,4.426731873910153
pretty good,1,0,1,3.527095282592912
pretty good,1,0,0,3.6925779905932448
pretty good,1,0,0,4.247099992627506
pretty good,1,0,1,4.439397258113474
pretty good,1,0,0,4.148206420553361
pretty good,1,0,0,3.9769580297892997
pretty good,1,0,0,4.2937145050821055
just so so,1,0,0,3.5459883321889074
pretty good,1,0,0,4.117303160938427
pretty good,1,0,0,3.966667686046736
pretty good,1,0,1,4.076988173107729
pretty good,1,0,0,4.396419339597404
pretty good,1,0,1,3.6369658610570603
pretty good,1,0,0,4.0740651336309135
pretty good,1,0,1,3.6999684951149483
pretty good,1,0,1,4.174466799478356
pretty good,1,0,1,3.613088722547246
pretty good,1,0,0,4.231661938214832
pretty good,1,0,1,3.705687603882087
pretty good,1,0,0,3.934110147822546
pretty good,1,0,0,4.181618913976732
pretty good,1,0,0,4.327084767077423
pretty bad,1,0,0,4.214525172863644
pretty good,1,0,1,4.243364479098966
pretty good,1,0,0,3.6253511855003633
pretty good,1,0,1,3.76830382801901
pretty good,1,0,0,4.145876347593556
pretty good,1,0,0,4.450173075802453
pretty good,1,0,0,3.8946141818555495
pretty good,1,0,0,4.058346576610423
pretty good,1,0,1,3.5454108752215094
pretty good,1,0,1,4.031220264987934
pretty good,1,0,1,4.3945342790610855
pretty good,1,0,0,4.32668323531216
pretty good,1,0,0,3.5863677348973138
pretty good,1,0,1,4.038757159795159
pretty good,1,0,0,3.6905718937326193
pretty good,1,0,0,4.014613866833765
pretty bad,1,0,1,4.49692063937948
pretty good,1,0,1,3.7621348950908313
pretty good,1,0,1,4.210348340394995
pretty good,1,0,0,4.258727485155127
pretty good,1,0,1,3.7363833120396404
pretty good,1,0,1,4.2734720643896855
pretty good,1,0,0,3.60900534786886
just so so,1,0,1,3.761307523817034
pretty good,1,0,1,3.812364900263723
pretty good,1,0,0,4.007153864797414
pretty good,1,0,1,4.253116665086151
just so so,1,0,1,3.519422136764807
pretty good,1,0,0,3.8454560862891083
pretty good,1,0,0,3.7998986365821112
pretty good,1,0,0,3.927847402993587
pretty good,1,0,1,3.5031739781788644
pretty bad,1,0,1,4.053101146286132
pretty good,1,0,1,3.990882352116542
pretty good,1,0,0,3.579930745265001
pretty good,1,0,0,3.95495960166023
pretty good,1,0,1,3.7032967577424185
pretty good,1,0,0,4.4586633351164116
pretty good,1,0,0,3.8287394839975852
pretty good,1,0,1,3.92198866283678
pretty good,1,0,0,3.8456275750335402
pretty good,1,0,0,4.064953521162062
pretty good,1,0,1,3.6806410256028395
pretty good,1,0,1,4.460200070580622
pretty good,1,0,0,4.486275983248503
pretty good,1,0,0,4.394175438213022
pretty good,1,0,0,3.7552390516979886
pretty good,1,0,0,3.5012283598029135
pretty good,1,0,1,4.454624038445119
pretty good,1,0,1,3.6804297747672505
pretty good,1,0,1,4.2354209281972155
just so so,1,0,0,4.327470791938005
pretty good,1,0,1,3.8746832375556446
pretty good,1,0,1,3.6158257569587815
pretty good,1,0,0,4.057463095364265
pretty good,1,0,1,3.554028722237882
pretty good,1,0,0,3.6959270346258513
pretty good,1,0,0,3.7093811944632065
pretty good,1,0,0,3.984313781468236
pretty good,1,0,0,3.81937521280668
just so so,1,0,0,4.087902604462207
pretty good,1,0,0,4.066508318366068
pretty good,1,0,0,4.25312618558434
pretty good,1,0,1,3.964035902690058
pretty good,1,0,0,4.464826894472705
pretty good,1,0,1,3.594214231784917
pretty good,1,0,0,4.451696426635578
pretty good,1,0,1,3.709672859431762
pretty good,1,0,0,4.263577632475551
pretty good,1,0,0,4.205649428757811
just so so,1,0,1,3.9710666768332565
pretty good,1,0,1,3.6223711407331782
pretty good,1,0,0,3.891032243363642
pretty good,1,0,1,3.895134140991993
pretty good,1,0,0,3.8746670018653377
pretty good,1,0,1,4.317648287997844
pretty good,1,0,1,4.0966711831870315
pretty good,1,0,0,3.8181018580111017
pretty good,1,0,1,4.116852080405444
pretty good,1,0,0,3.762644547298166
pretty good,1,0,0,3.864589225468948
pretty good,1,0,1,3.819427056147331
pretty bad,1,0,1,4.262329029612739
pretty good,1,0,1,4.162119127867173
pretty good,1,0,1,3.843103029272372
pretty good,1,0,1,3.5747020686564492
pretty good,1,0,0,3.6164272306186223
pretty good,1,0,1,4.323955807223378
pretty good,1,0,0,3.9350866665978077
pretty good,1,0,0,4.127019835632865
pretty good,1,0,1,3.586381814601075
pretty good,1,0,1,3.5871324281129056
pretty good,1,0,0,4.243645545929183
pretty good,1,0,0,4.240326235917359
pretty good,1,0,1,4.4138360960511545
pretty good,1,0,0,3.9592540008386075
pretty bad,1,0,0,4.442470018441664
pretty good,1,0,0,4.458238032518157
pretty good,1,0,1,3.7419597932020325
pretty good,1,0,0,3.8959334517107296
pretty good,1,0,0,4.270712472249071
pretty good,1,0,0,3.6687996140748593
pretty good,1,0,1,4.035775172317595
pretty good,1,0,0,4.495616854791293
pretty good,1,0,1,3.547118234889826
just so so,1,0,1,4.033218341664963
pretty good,1,0,1,3.9808658019317105
just so so,1,0,1,3.7005386848497808
pretty good,1,0,0,3.850501998201981
pretty good,1,0,0,3.600012653849432
pretty bad,1,0,0,3.591931503683231
pretty good,1,0,1,4.19990122833853
pretty good,1,0,1,3.8367727367156292
pretty good,1,0,1,3.5292891199897363
pretty good,1,0,0,4.129475550374672
pretty good,1,0,0,3.564079247640008
pretty good,1,0,1,3.761279746501682
pretty good,1,0,0,4.499656314320622
pretty good,1,0,1,4.461474852418112
pretty good,1,0,1,3.785978627818027
pretty good,1,0,1,4.006140448595014
pretty good,1,0,1,3.6050026314774186
pretty good,1,0,0,4.144883576970347
pretty good,1,0,0,3.9158989175168566
pretty good,1,0,0,4.482681638406671
pretty good,1,0,1,4.474828579568279
pretty good,1,0,0,3.644730133434668
pretty good,1,0,1,4.147906716862405
pretty good,1,0,1,4.2415333293192035
pretty good,1,0,0,3.967234692561136
pretty good,1,0,0,4.0785852791683155
pretty good,1,0,0,4.052095219997369
just so so,1,0,1,3.8878230385000916
pretty good,1,0,1,3.810317987472616
pretty good,1,0,1,4.395503037033818
pretty good,1,0,0,4.269221257573056
pretty good,1,0,1,4.386381180579708
pretty good,1,0,0,3.6673387599619076
pretty good,1,0,1,4.165951107641495
pretty good,1,0,0,3.871651920600457
pretty good,1,0,1,4.157243611379388
pretty good,1,0,0,3.7905864105046856
pretty good,1,0,1,3.6054689704871663
pretty good,1,0,1,3.788840131743319
just so so,1,0,1,3.7970257125917213
pretty good,1,0,1,3.685543922697504
pretty good,1,0,0,3.9828788728367193
pretty good,1,0,0,4.195018526184919
just so so,1,0,1,3.6037457070970067
pretty good,1,0,1,3.840390224029945
pretty good,1,0,0,3.831984709870409
pretty good,1,0,1,4.263836088114564
pretty good,1,0,0,3.9703396794901824
pretty good,1,0,1,3.9087859214240983
just so so,1,0,1,3.918748516097887
pretty good,1,0,1,4.269207736095774
pretty good,1,0,0,3.537027184058224
pretty good,1,0,1,3.921585856053475
pretty good,1,0,1,3.8448330372989226
pretty good,1,0,1,4.369009839423072
pretty good,1,0,0,3.548550225695675
pretty good,1,0,1,4.135323021537362
pretty good,1,0,0,3.956824270143735
pretty bad,1,0,1,3.723205496086741
pretty good,1,0,0,4.192215922327299
pretty good,1,0,0,4.40007939400129
pretty good,1,0,0,3.8877923367238245
pretty good,1,0,1,4.321304750427978
pretty good,1,0,0,4.261423352339747
pretty good,1,0,1,3.7703601123887
pretty good,1,0,1,3.919936130501321
pretty good,1,0,1,3.661140605754551
pretty good,1,0,1,3.7345869431772334
pretty good,1,0,1,3.9829835031558933
pretty good,1,0,1,3.6850289113741734
pretty good,1,0,0,3.667044099856561
pretty good,1,0,1,4.239331060763993
pretty good,1,0,1,3.889434416083633
pretty good,1,0,0,3.5642271251747806
pretty good,1,0,0,4.0317073199866735
pretty good,1,0,1,4.374310038287442
pretty good,1,0,1,3.771387408842791
pretty good,1,0,0,3.923098128829083
pretty good,1,0,1,3.692447097859759
pretty good,1,0,0,3.8596812739926296
pretty good,1,0,1,4.108808718295272
pretty good,1,0,1,4.3922960816667596
pretty good,1,0,0,3.5947267658211635
pretty good,1,0,0,3.769061832146266
pretty good,1,0,0,4.4691901170046044
pretty good,1,0,1,4.176458950289035
just so so,1,0,0,3.8705678926525606
pretty good,1,0,1,3.8155315568703
pretty good,1,0,0,4.348421071724395
pretty bad,1,0,1,4.373705962314382
pretty good,1,0,1,3.8391551071629784
pretty good,1,0,1,3.965835434063758
pretty bad,1,0,0,3.8913521972288887
pretty good,1,0,0,3.6640537983360955
pretty good,1,0,0,3.9816060039525514
pretty good,1,0,1,4.4650659078475385
pretty good,1,0,0,3.6841652305293766
pretty good,1,0,0,4.4888319899316205
pretty good,1,0,1,4.359263109840566
pretty good,1,0,0,4.412924831608582
pretty good,1,0,0,4.114128129580642
pretty good,1,0,1,3.7058990465589887
pretty good,1,0,0,4.33902155119384
pretty good,1,0,1,4.194710568875474
pretty good,1,0,1,4.420351308485835
pretty good,1,0,1,3.856632166187972
pretty good,1,0,1,3.6116039118746808
pretty good,1,0,1,4.031256101070328
pretty good,1,0,0,4.442616485573202
pretty good,1,0,1,3.9617681157345714
pretty good,1,0,0,3.777780814839283
pretty good,1,0,1,3.8123287829007344
pretty good,1,0,0,4.299968729417184
pretty good,1,0,0,3.716257335713312
pretty good,1,0,0,3.707062009138168
pretty good,1,0,0,4.0724659676388235
pretty good,1,0,1,4.212014482568559
pretty good,1,0,0,4.046735914320292
pretty good,1,0,0,4.39743956352822
pretty good,1,0,0,4.145543303319831
pretty good,1,0,0,3.5503780960790134
pretty good,1,0,0,4.400361862092327
pretty good,1,0,0,4.117456778226676
just so so,1,0,0,4.311987975657503
pretty good,1,0,0,3.5003581040551386
just so so,1,0,1,4.269712299156917
pretty good,1,0,0,3.8592552752343163
just so so,1,0,0,4.212273137296799
just so so,1,0,1,4.380432212989506
pretty good,1,0,0,3.779280514576694
pretty good,1,0,1,4.290031709115137
pretty good,1,0,1,4.456343434013605
pretty good,1,0,0,4.141727543255922
just so so,1,0,1,3.605878506431787
pretty good,1,0,0,3.9361435185119316
pretty good,1,0,1,4.099689569536373
pretty good,1,0,0,4.194562148722724
pretty good,1,0,1,4.449138022285469
pretty good,1,0,1,4.478284395727797
pretty good,1,0,1,3.5390940216637436
pretty good,1,0,0,3.6167722055112828
pretty bad,1,0,0,3.7357029623225255
pretty good,1,0,0,4.153273768913993
pretty good,1,0,1,4.277604851123037
pretty good,1,0,0,3.7227314836043304
pretty good,1,0,1,3.960368213601205
pretty good,1,0,0,3.7674503899706693
pretty good,1,0,1,4.256744615391535
pretty good,1,0,0,3.6256685339395474
pretty good,1,0,1,3.871994658117134
pretty good,1,0,0,3.639223340696981
pretty good,1,0,1,4.072276174252785
pretty good,1,0,0,3.651062899746525
pretty good,1,0,1,4.417056000848952
pretty good,1,0,1,4.279189243249679
pretty good,1,0,0,3.753813167906505
pretty good,1,0,1,3.5335967632804457
pretty good,1,0,0,3.5612914016860575
pretty good,1,0,0,4.136156451882739
pretty good,1,0,0,4.423535805743429
pretty good,1,0,1,4.38354143063834
pretty good,1,0,0,4.196146140668434
pretty good,1,0,1,4.122552039611613
pretty good,1,0,1,3.6162303565140608
pretty good,1,0,0,3.741873121953542
pretty good,1,0,1,4.295069621116936
pretty good,1,0,0,4.466539443947329
pretty good,1,0,0,4.400137060173399
pretty bad,1,0,0,4.421462123867961
pretty good,1,0,0,3.504843260616638
just so so,1,0,0,3.908102380343303
pretty good,1,0,1,4.142315355961659
pretty good,1,0,1,3.655761480481862
just so so,1,0,1,3.760025919552522
pretty good,1,0,1,3.586287481066366
pretty good,1,0,1,3.9333240864676817
pretty good,1,0,0,3.6113174264189016
pretty good,1,0,0,4.358561404155673
pretty good,1,0,1,4.243426806101962
pretty good,1,0,0,4.094858068837497
pretty good,1,0,0,4.307676889844662
pretty good,1,0,0,3.862113659538725
pretty good,1,0,1,3.9755876653013784
pretty good,1,0,1,4.323968444302745
pretty good,1,0,1,4.353609176460491
pretty good,1,0,0,4.343778042857624
pretty good,1,0,1,3.949802959068179
pretty good,1,0,0,3.6300149546880327
pretty good,1,0,1,4.324797315948639
pretty good,1,0,1,3.928417452053069
pretty good,1,0,0,3.509073370957938
pretty good,1,0,1,3.841730852464491
pretty good,1,0,1,4.003329395412442
pretty good,1,0,1,4.0721073289170695
pretty good,1,0,1,4.23931996164327
pretty good,1,0,1,4.175176638825456
