comments,sentiments,grade,score,ScenicSpot,labels
我们是八个人一起 分成5次上去 每隔3个上去一组 保持摩天轮的平衡性 我们是上午去的 没有夜晚那么美 但是阳光很好 俯瞰大海 还有牛岛 很漂亮 上去以后很慢 就是很静心的看看风景  很幸运我还做到了粉色的 服务人员很贴心还帮我们打开小窗  透透风  我们人比较多 我最后上去的 我朋友都要下去了   很开心经历了很美好的一天,1,1,5,琴岛之眼摩天轮,pretty good
同上去的小伙伴吓得不行，我都没啥感觉，很快一圈就下来了，好久没坐摩天轮了，希望可以带给大家好运🍀,0.958953982,1,5,琴岛之眼摩天轮,pretty good
环境很不错，冬天去的人很少，没有排队直接坐的,0.926073014,1,5,琴岛之眼摩天轮,pretty good
比之前在上海坐的那个要小，而且有点快....碰巧那天还是阴天感觉比较阴沉沉的没有了那种甜蜜的感觉倒像是俩人分手了一样，，，，,0.880289899,1,3,琴岛之眼摩天轮,pretty good
今天试了下，挺好，除了天气雾蒙蒙，赞一个吧！,0.955266751,1,4,琴岛之眼摩天轮,pretty good
"【环境】很开心，可以看遍周边的灯光，夜太美。
【交通】很方便，公交和地铁都可以到达。",0.993825912,1,5,琴岛之眼摩天轮,pretty good
这次是跟老妈孩子一起来的，下次跟老婆一起来,0.837784787,1,5,琴岛之眼摩天轮,pretty good
"哎

一个人就一个人吧

挺好的

想去哪里就去哪里",0.848853561,1,3,琴岛之眼摩天轮,pretty good
还可以吧，转的挺慢的，15分钟转一圈。这就是在上面拍的。还行。,0.141084993,1,3,琴岛之眼摩天轮,pretty bad
一家人陪着儿子来玩，挺好的,0.978271546,1,5,琴岛之眼摩天轮,pretty good
挺好的。。。。。。。。。。。。够十五个了,0.78646648,0,4,琴岛之眼摩天轮,pretty good
凑合吧，没搞懂这个票和餐厅是怎么个回事。,0.009378107,0,3,琴岛之眼摩天轮,pretty bad
哎 狗粮,0.287537491,1,5,琴岛之眼摩天轮,pretty bad
速度较缓，不是很害怕，海面晚上没什么看的，可以看街面,0.297412966,0,4,琴岛之眼摩天轮,pretty bad
工作人员态度不好，驾驶室里脏乱差，,0.006517359,0,1,琴岛之眼摩天轮,pretty bad
比较坑  没什么好做的  就是赚情侣的钱,0.032892083,0,1,琴岛之眼摩天轮,pretty bad
还行，去一次值了，看一下黄岛夜景,0.940969946,1,5,琴岛之眼摩天轮,pretty good
晚上看景色挺好的，不过不会回购,0.833367703,1,3,琴岛之眼摩天轮,pretty good
情侣约会的好场所   一圈下来13分14秒  很有意义的,0.386270578,1,5,琴岛之眼摩天轮,just so so
有点高，俺都怕了，俺闺女竟然玩嗨了，可谓初生牛犊不怕虎啊,0.656671665,1,5,琴岛之眼摩天轮,just so so
很好就是没有学生价哦，服务也很周到，完全到位,0.999504672,1,4,琴岛之眼摩天轮,pretty good
很漂亮，也很稳，很适合看夜景,0.999487351,1,5,琴岛之眼摩天轮,pretty good
宝宝粉喜欢，服务周到，热情大方，环境不错,0.999995647,1,4,琴岛之眼摩天轮,pretty good
本来是想好好欣赏夜景的，结果一进来就看到窗户雾蒙蒙的，特别脏，完全看不清楚。所以说还是在外面看摩天轮漂亮，在里面实在没有什么特别好的体验。,0.954135754,1,3,琴岛之眼摩天轮,pretty good
听不错的，第一回去的时候不敢往下看。全程闭眼，这回好多了，最起码没有闭眼。往远处路上的灯还有下面的海都很漂亮。,0.96083125,0,5,琴岛之眼摩天轮,pretty good
服务周到，热情大方，造型独特，值得一看,0.999993902,1,4,琴岛之眼摩天轮,pretty good
设施很好，服务也很周到，非常开心的一次游玩……,0.996621138,1,5,琴岛之眼摩天轮,pretty good
票价太高了，环境一般。交通还可以。,0.803905103,1,2,琴岛之眼摩天轮,pretty good
就是去的那天下雪 竟然吹进来了雪,0.0191786,1,3,琴岛之眼摩天轮,pretty bad
10.5号那天领着对象，外甥女一块去做的摩天轮，在网上购票的，排队检票的时候有很多不文明现在好多人插队，检票员也不管管😡😡好不容易到我们了，还和一个非常讨厌人做一个摩天轮，😣😣老在里面来回走动。特别讨厌。感觉摩天轮转的很慢，里面加个空调就好了，把我外甥女都热出汗了。在摩天轮升上高空中，望着大海中看去。哇好漂亮呀。。。。除了一点小插曲，总体感觉不错，下了摩天轮之后，还用钱换了一张小火车的票，小火车沿着海边转了一圈，最后把我们放到了类似海洋乐园门口，工作人员说里面有项目可以玩，大人和小孩都可以。不过我也没去，因为熊孩子不听话。,0.999998957,0,4,琴岛之眼摩天轮,pretty good
环境很好，就是晚上去天气有点凉，多加衣服！,0.43121554,1,3,琴岛之眼摩天轮,just so so
设施非常好，女朋友很满意,0.921618264,1,5,琴岛之眼摩天轮,pretty good
我要评价吧，还非得15个字，带着孩子全家做了一次，一览众山小，不错😊,0.722004141,0,5,琴岛之眼摩天轮,pretty good
在上面有点害怕，特别听到咯吱咯吱想的声音,0.224395548,1,3,琴岛之眼摩天轮,pretty bad
我们晚上去的，在上面没看到啥，但是夜景也超级好看,0.756570012,1,4,琴岛之眼摩天轮,pretty good
很不错，孩子玩的开心,0.993912723,1,4,琴岛之眼摩天轮,pretty good
孩子要玩的，还好还好，我有点害怕,0.854715626,0,4,琴岛之眼摩天轮,pretty good
元旦去的，太冷了，从外面看很漂亮，坐在里面发现也没啥意思。,0.775040444,0,3,琴岛之眼摩天轮,pretty good
费用过高，其他还可以。加强卫生。,0.221289015,0,2,琴岛之眼摩天轮,pretty bad
"一直想坐摩天轮，但是没有机会，这次来青岛终于坐到了摩天轮！摩天轮不算高，但风景很美，环境很好
【环境】",0.999999981,1,4,琴岛之眼摩天轮,pretty good
加上卫生，票价太高了，应该降低。,0.239487789,0,2,琴岛之眼摩天轮,pretty bad
去的时候人超级少，可能是冬天吧，敲了很久的门才开，但总体来说还不错,0.89987902,1,3,琴岛之眼摩天轮,pretty good
不错的还是可以的,0.861213235,1,4,琴岛之眼摩天轮,pretty good
晚上去的，很漂亮,0.90297609,1,4,琴岛之眼摩天轮,pretty good
很不错，第一次全家出游，很开心，很方便，玩的很嗨皮。,0.95600145,1,5,琴岛之眼摩天轮,pretty good
"跟妹妹和妈妈一起'坐得。
妈妈觉得一圈太快了",0.630150057,1,4,琴岛之眼摩天轮,just so so
上去之后发现自己怕高，以后不会再坐了😂,0.321499101,0,2,琴岛之眼摩天轮,just so so
超级美，适合情侣💏,0.890870763,1,4,琴岛之眼摩天轮,pretty good
设备检修很严谨，服务人员热情细致1，网购票直接一键打卡很节省时间！,0.394249706,1,5,琴岛之眼摩天轮,just so so
不管怎么样白天的体验很差，没有任何乐趣和美感一说,0.606387129,0,1,琴岛之眼摩天轮,just so so
炒鸡高👍👍,0.614083696,1,5,琴岛之眼摩天轮,just so so
陪孩子玩的，觉得还好，个人有点恐高……,0.948985002,1,3,琴岛之眼摩天轮,pretty good
十月十九号去的，慕名而来谁知道那天刚好检修，还好中午如期运营，感觉还可以，青岛风景是不错,0.871264308,1,4,琴岛之眼摩天轮,pretty good
挺好的  奈斯,0.977298104,1,5,琴岛之眼摩天轮,pretty good
设施较新，没有颠簸感，坐在摩天轮里，俯瞰周围的海景和秀丽河山，快哉,0.999606302,1,3,琴岛之眼摩天轮,pretty good
一圈很快，妹妹第一次做。,0.929632453,1,4,琴岛之眼摩天轮,pretty good
天很冷 连暖气都不开很冷 又不是人少不值当 问题还排队暖气,0.000674104,0,1,琴岛之眼摩天轮,pretty bad
还不错  已经是第二次来这里了  一圈是13分钟14秒  夜景很漂亮,0.98982295,1,3,琴岛之眼摩天轮,pretty good
挺好的，没想到在高处看路上的灯都那么好看。下面是海，也很漂亮的。,0.986880871,1,5,琴岛之眼摩天轮,pretty good
第二次做了，每一次在最高点的时候可以看到整个黄岛的夜景,0.77140293,1,5,琴岛之眼摩天轮,pretty good
很浪漫，我们是冬天去的，夏天去更有感觉吧,0.908996356,1,5,琴岛之眼摩天轮,pretty good
青岛唯一的摩天轮，看到有高度的世界，约会首选，感觉不错,0.999992024,1,5,琴岛之眼摩天轮,pretty good
很好找，附近建筑不高不密集，远远就能看到。去玩的时候人很多，要排长队，不过速度挺快的，大概等十分钟左右。四到六人一车，人少的需要拼车。运行速度很慢，也不是很好，不刺激，一般般吧。估计夜晚看远景会很漂亮。,0.994563051,1,2,琴岛之眼摩天轮,pretty good
还可以吧 感觉晚上会比较好看一点,0.626596132,1,3,琴岛之眼摩天轮,just so so
很好。跟高大,0.917633873,1,5,琴岛之眼摩天轮,pretty good
孩子喜欢，陪着去做的，价格要再便宜些就好了,0.977834003,1,4,琴岛之眼摩天轮,pretty good
年纪大了，好多年没坐摩天轮了，居然坐上去也很紧张，有点恐高，整体感觉还不错，就是时间有点短,0.99393482,1,4,琴岛之眼摩天轮,pretty good
冬天去的。太冷了，不过景色不错,0.891413616,1,5,琴岛之眼摩天轮,pretty good
还行吧，体验一次足够了,0.961258752,1,5,琴岛之眼摩天轮,pretty good
有点小贵，14分钟搞定。孩子感受一下。,0.732394577,1,4,琴岛之眼摩天轮,pretty good
没啥意思……一圈很快就下来了……,0.839293642,1,2,琴岛之眼摩天轮,pretty good
玻璃太脏，看不清了，该擦一下了,0.051503945,0,2,琴岛之眼摩天轮,pretty bad
晚上去的，说实话坐在上面没有在下面看摩天轮那么好看，也没啥夜景，黑乎乎的大海，下次白天去玩，看看海景,0.990643666,1,3,琴岛之眼摩天轮,pretty good
挺不错的观景处。,0.980520757,1,4,琴岛之眼摩天轮,pretty good
晚上去的看夜景还可以。冬天在上面太冷了！不推荐不推荐！以下车类想念当年的你都能看到弟弟嫩的跨学科性男士男装你笑口常开****的家人那颗心能吃能吃能吃那些年这么的不想你下午看书呢上课上门孙女婿怎么能行你真是四十年代农村基础科学看到的你受苦受难的那些那些辛苦了,0.993838186,1,2,琴岛之眼摩天轮,pretty good
挺漂亮的摩天轮,0.996392409,1,4,琴岛之眼摩天轮,pretty good
很温馨很好,0.97013033,1,5,琴岛之眼摩天轮,pretty good
很便捷，很方便，小孩很高兴,0.993579951,1,4,琴岛之眼摩天轮,pretty good
时间短没什么感觉，，，，，，，反正还可以，可以去试试,0.293218847,1,2,琴岛之眼摩天轮,pretty bad
可以看到整个唐岛湾，不错，不错！,0.989168211,1,4,琴岛之眼摩天轮,pretty good
刚上去坐下，拿出手机给孩子拍照片时，正好工作上来电话了，也没捞着给孩拍点好看的照片，好像再坐一圈,0.695216381,1,4,琴岛之眼摩天轮,just so so
还不错吧，就是感觉意犹未尽，挺喜欢这种感觉的，推荐大家都体验一下下,0.997896084,1,4,琴岛之眼摩天轮,pretty good
去的时候天气冷没有人 不用排队直接上去，风景真的很漂亮 13分14秒很适合小情侣去呢？旁边还有购物中心,0.986605111,1,4,琴岛之眼摩天轮,pretty good
设施还不错。晚上想看灯的话。6点之后去就OK。夕阳景色还好。拍出来并不是太完美。有的玻璃划痕比较多。影响观赏。摩天轮南边的海边景色也很不错。也可以去溜达溜达拍些照。,0.999998709,1,4,琴岛之眼摩天轮,pretty good
没有效果和想象中的不一样有点差距,0.687396962,1,2,琴岛之眼摩天轮,just so so
还是晴天能见度好的时候去好！,0.715524615,1,4,琴岛之眼摩天轮,pretty good
17分钟一圈，建议晴朗的好天气去！,0.083657722,1,4,琴岛之眼摩天轮,pretty bad
永远在一起,0.68707483,1,5,琴岛之眼摩天轮,just so so
孩子很喜欢。每年都会来。在海边视野非常好。,0.998619716,1,3,琴岛之眼摩天轮,pretty good
晚上看的。起雾了 不过就是感受一下 气氛,0.829539435,1,3,琴岛之眼摩天轮,pretty good
挺好哒很大 风景也很美 下次有机会还会来玩～,0.999396052,1,3,琴岛之眼摩天轮,pretty good
在下面感觉挺慢的，上去之后还挺快，晚上觉得有点黑,0.504509997,0,3,琴岛之眼摩天轮,just so so
去过三次了，带孩子去的，还算划算！,0.922105023,1,4,琴岛之眼摩天轮,pretty good
还不如高楼上待会呢。。。。。。。。。。,0.438180077,1,2,琴岛之眼摩天轮,just so so
一一一一一二二二二3456789,0.582796674,1,2,琴岛之眼摩天轮,just so so
真的很高，天气也很好，，带孩子来玩很开心。,0.995142389,1,4,琴岛之眼摩天轮,pretty good
很满意，适合去约会,0.867326353,1,4,琴岛之眼摩天轮,pretty good
琴岛之眼摩天轮视野不错，推荐去看看！,0.999915698,1,5,琴岛之眼摩天轮,pretty good
还可以.趁着元旦有时间去玩了一圈.现在知道了自己不怎么恐高.以后有时间会再去的.服务的小姐姐也非常好…,0.723072084,1,5,琴岛之眼摩天轮,pretty good
设施很好，服务不错,0.936491585,1,5,琴岛之眼摩天轮,pretty good
晚上看很美丽的灯光秀。有人说摩天轮是幸福的象征，我们都仰望幸福。,0.999995749,1,3,琴岛之眼摩天轮,pretty good
很好看，晚上去的，人还可以,0.787916959,1,4,琴岛之眼摩天轮,pretty good
很好玩 晚上去的  看的夜景 很美,0.996857353,1,4,琴岛之眼摩天轮,pretty good
非常棒的体验！一圈1314,0.94295121,1,5,琴岛之眼摩天轮,pretty good
带孩子玩，还不错～人很少，感觉45的票价不算太值,0.917781777,1,3,琴岛之眼摩天轮,pretty good
还可以啦 夜景很漂亮. 朋友玩的很开心呢,0.999369291,1,3,琴岛之眼摩天轮,pretty good
非常好，比较喜欢，,0.799729914,1,4,琴岛之眼摩天轮,pretty good
我的西海岸最漂亮！！！！！！啊啊啊啊啊啊啊啊啊,0.950129701,1,5,琴岛之眼摩天轮,pretty good
还行，挺好的，还可以，挺不错，为什么要15个子字,0.989469105,1,3,琴岛之眼摩天轮,pretty good
在美团团了券，直接扫码就能进入，方便快捷。三个大人一个小孩坐了一个单独的包间。摩天轮旋转一周13分钟左右。恐高的老公，有点怕。其他人都很享受地观看美景。夜景很美，很值得一去的景点。周边还有商场，停车吃饭方便。,0.999999894,1,5,琴岛之眼摩天轮,pretty good
真的挺好的，特别适合情侣去玩哦。。。,0.953819905,1,5,琴岛之眼摩天轮,pretty good
环境优美，设施齐全，服务周到，从上面俯视大海景色很美,0.999989058,1,3,琴岛之眼摩天轮,pretty good
很好玩，可惜去的时候天气很差，没拍到好看的照片,0.403920795,1,4,琴岛之眼摩天轮,just so so
转一圈就结束了，时间很短，如果可以多转几圈就好了😁感觉刚适应就结束去了,0.500537881,1,4,琴岛之眼摩天轮,just so so
第一次坐青岛之眼感觉还可以，和游乐场里的摩天轮差不多,0.985331325,1,3,琴岛之眼摩天轮,pretty good
带孩子做的，很好，就是有点腿软，不敢向下看，风景很好,0.981438931,1,5,琴岛之眼摩天轮,pretty good
三个字，太快了。人少的时候让转两圈就好了,0.214617623,0,3,琴岛之眼摩天轮,pretty bad
垃圾，没有空调还特别脏，前面有空余的也不让座，就让座那些特别脏特别寒酸的，特垃圾不推荐服务态度也不好，里面女的服务员一副死人脸，说什么下次你买个好位置再坐那个好的,8.03E-07,0,1,琴岛之眼摩天轮,pretty bad
比想象中的速度慢，然后上去一圈就下来了，晚上看比白天好一些。,0.680090021,1,3,琴岛之眼摩天轮,just so so
很开心，听说晚上去坐会更好一些，推荐,0.968592157,1,5,琴岛之眼摩天轮,pretty good
很好，一览海景，现在冬天人少，不用排队就可以去了,0.903197179,1,4,琴岛之眼摩天轮,pretty good
挺好，风景好，体验也不错，带孩子一起坐的很好,0.99983648,1,5,琴岛之眼摩天轮,pretty good
挺好的，上了四年大学，第一次来做这个,0.969153357,1,3,琴岛之眼摩天轮,pretty good
第一次坐摩天轮🎡哈哈哈，开心 景色很好，就是时间有点短，价格贵了丢丢,0.999550462,1,4,琴岛之眼摩天轮,pretty good
夏天来看夜景应该更合适～,0.974262566,1,4,琴岛之眼摩天轮,pretty good
夜景真的超级漂亮  推荐晚上坐摩天轮  灯光亮起来以后真的超级好看  适合喜欢拍照的小仙女  还是情侣去很不错哦  转一圈应该十三分差不多了吧   最上方看下去特别好看  旅游去的必须景点哈哈哈哈  美团还便宜了一点呢  随时买随时用  棒棒,0.999999993,1,4,琴岛之眼摩天轮,pretty good
之前去的，感觉小孩子很喜欢，慢悠悠的挺好玩,0.963454293,1,3,琴岛之眼摩天轮,pretty good
没啥意思……看不到啥东西，也许是白天去的原因，不推荐,0.243888726,0,1,琴岛之眼摩天轮,pretty bad
灯光很不错，就是售票进场的标志不是很清楚绕了很大圈才找到,0.382992497,1,3,琴岛之眼摩天轮,just so so
太一般了。没啥好玩的。。。。。,0.320329285,1,2,琴岛之眼摩天轮,just so so
非常有意义的一次体验，非常重要的一次体验。很好，很满意。,0.972471826,1,5,琴岛之眼摩天轮,pretty good
不咋滴。没啥意思。。。。。。。。。。。,0.168467528,1,2,琴岛之眼摩天轮,pretty bad
总共转一圈13分钟左右，不算便宜！,0.103870283,1,3,琴岛之眼摩天轮,pretty bad
值得推荐……………,0.809579005,1,4,琴岛之眼摩天轮,pretty good
晚上去的 不错 俯瞰整个黄岛海岸线,0.883724211,1,4,琴岛之眼摩天轮,pretty good
设施齐全 服务不错 景色很美 适合跟女朋友去,0.999882885,1,4,琴岛之眼摩天轮,pretty good
晚上去的，景色都不错，很喜欢,0.991924455,1,5,琴岛之眼摩天轮,pretty good
跟老公一起去的，第一次坐摩天轮，晕乎乎的不过很开心,0.988638507,1,5,琴岛之眼摩天轮,pretty good
晚上去的，人不太多，还可以吧，元旦有活动，挺便宜的,0.806439903,1,5,琴岛之眼摩天轮,pretty good
这个季节去有点冷，人很少😂😂,0.493582292,1,3,琴岛之眼摩天轮,just so so
以为挺不错的，上去后什么也看不到，视野很差，10+分钟一圈就结束了,0.91382474,0,2,琴岛之眼摩天轮,pretty good
冻死我了。。。。天气冷不要紧，整个里面的玻璃脏死了，不用看景色了，光去看灰了。,6.16E-05,1,2,琴岛之眼摩天轮,pretty bad
挺好的，就是吃饭有些难哈哈哈哈,0.968228675,1,3,琴岛之眼摩天轮,pretty good
以为很不错，上去后才发现视野很差，什么也看不见，都被挡的死死的,0.583111193,0,2,琴岛之眼摩天轮,just so so
一般无事献殷勤无所谓庸人自扰之送？,0.752480627,0,2,琴岛之眼摩天轮,pretty good
景色很美，推荐去玩一下。。。。,0.992742395,1,3,琴岛之眼摩天轮,pretty good
还可以吧。爱老婆爱老婆爱亲爱的，爱爱爱爱爱,0.999708901,1,3,琴岛之眼摩天轮,pretty good
有两人的非得让我们和别人做一个,0.601089896,1,2,琴岛之眼摩天轮,just so so
比较漂亮，寓意也很好。一圈时常13分14秒。,0.9955343,1,4,琴岛之眼摩天轮,pretty good
还可以，不错的，环境挺好的！！,0.953857728,1,3,琴岛之眼摩天轮,pretty good
很不错啊，下次还要来玩。,0.901290614,1,5,琴岛之眼摩天轮,pretty good
摩天轮不稳定，有摇晃，内部简陋。。,0.378923973,0,3,琴岛之眼摩天轮,just so so
一家人去做的摩天轮，很喜欢，景色很美。,0.99962119,1,4,琴岛之眼摩天轮,pretty good
晚上去的，本来想看夜景……但是觉得还是白天去江景比较漂亮吧，不要害怕恐高，因为确实挺慢的😂😂,0.789117947,1,3,琴岛之眼摩天轮,pretty good
服务人员的态度真的是很一般，跟她说话都不耐烦,0.288361454,0,4,琴岛之眼摩天轮,pretty bad
去坐了摩天轮🎡，🎡🎡🎡🎡,0.955863182,1,3,琴岛之眼摩天轮,pretty good
这没什么可玩的，都挺一般的，只有一个摩天轮，不值当开车来玩，住附近的可以,0.917634904,0,2,琴岛之眼摩天轮,pretty good
挺好的，需要排队，转的很慢，不怎么吓人,0.021341099,0,3,琴岛之眼摩天轮,pretty bad
挺好的，来的时候是淡季，看看夜景也不错。一个人来的，享受了一下一个人的浪漫,0.999740393,1,4,琴岛之眼摩天轮,pretty good
还不错，没有想象中害怕，很慢，不会害怕,0.58320325,1,3,琴岛之眼摩天轮,just so so
记。M,0.549002389,0,5,琴岛之眼摩天轮,just so so
要是天气更好一些，风景会更带劲,0.9708687,1,4,琴岛之眼摩天轮,pretty good
没啥感觉景色也一般，一圈说是13分14秒，下次算算,0.582820145,0,2,琴岛之眼摩天轮,just so so
景色可以吧，就跨年图个新鲜哈哈,0.887173897,1,2,琴岛之眼摩天轮,pretty good
环境不错 登高望远,0.946247363,1,4,琴岛之眼摩天轮,pretty good
和朋友一起来玩还挺方便的，整体感觉不错,0.993079551,1,3,琴岛之眼摩天轮,pretty good
很满意的一次乘坐，感觉很美好。以后有机会还会去。,0.991487729,1,5,琴岛之眼摩天轮,pretty good
不错，风景好，稳当不害怕，缺少暖气。。。,0.657683089,1,4,琴岛之眼摩天轮,just so so
夜晚在高空俯看灯火通明，第一次坐非常喜欢，只觉高空短暂😊😊😊,0.843830484,1,4,琴岛之眼摩天轮,pretty good
可以看到黄岛海边的夜景，很漂亮呀，就是有些恐高,0.994900647,1,5,琴岛之眼摩天轮,pretty good
时间有些短，服务挺不错的。视野很好。不介意的宝宝们可以试试,0.998504698,1,3,琴岛之眼摩天轮,pretty good
能俯瞰海岸，风景很漂亮，就是时间太短了,0.971906471,1,3,琴岛之眼摩天轮,pretty good
和同学一起去的，感觉很不错，转的很慢，挺好的，推荐。,0.98524047,1,5,琴岛之眼摩天轮,pretty good
不错不错风景很好,0.997431645,1,5,琴岛之眼摩天轮,pretty good
很美的摩天轮，女朋友超级喜欢 当然 她喜欢我就喜欢,0.99873455,1,4,琴岛之眼摩天轮,pretty good
设施挺好，  就是太吓人了 ，恐高。。。。。。。,0.072537651,0,3,琴岛之眼摩天轮,pretty bad
排了好久的队伍，结果先让团上去玩，一大群人，我们散客只能接着等,0.008066202,1,2,琴岛之眼摩天轮,pretty bad
"【环境】优美，
【交通】便利，
【项目】棒棒哒，
【餐饮】不错。",0.998272745,1,5,琴岛之眼摩天轮,pretty good
和最喜欢最爱的你一起坐摩天轮感觉非常开心，往后余生，要一直转下去,0.999918977,1,5,琴岛之眼摩天轮,pretty good
设施齐全 风景优美可以看见青岛很多地方,0.998659315,1,5,琴岛之眼摩天轮,pretty good
"人比较多，网上购票比较经济实惠，也快捷，一圈大约十分钟，上升时有点紧张，上升到最高点时，观看夜景，非常漂亮，摩天轮了，整个灯光框架也很漂亮，有机会再看看白天的景色，工作人员检查，每个轿箱里的安全装置安全门,",0.999997143,1,4,琴岛之眼摩天轮,pretty good
不错不错，第二次去了！,0.944766691,1,4,琴岛之眼摩天轮,pretty good
还行，挺浪漫的，虽然一圈时间短，13分14秒，一生一世,0.999088135,1,4,琴岛之眼摩天轮,pretty good
挺喜欢的很不错啊和居居一起做的,0.995371424,1,3,琴岛之眼摩天轮,pretty good
我是在白天去的，没什么人，要是在晚上去会更好看的,0.499315806,0,4,琴岛之眼摩天轮,just so so
还不错，可以开感受一下，！！！！！,0.889030594,1,3,琴岛之眼摩天轮,pretty good
在奥特莱斯旁边，海的旁边，整体的感觉非常不错，夜里十分经验，适合文艺青年，情侣过来，拍拍照发发朋友圈啥的。四周很开阔，旋转速度慢，足矣拍照留恋，欣赏美景，然后逛街，吃美食，然后回去休息，值得推荐！一定要晚上去，有效果，更惊艳，情侣们准备好你们的时间，去浪漫下吧。,0.999999998,1,3,琴岛之眼摩天轮,pretty good
每年都来。孩子喜欢。,0.884889572,1,4,琴岛之眼摩天轮,pretty good
设施不错，经常带孩子坐，孩子很喜欢，就是多搞点活动就更好了,0.99722771,1,4,琴岛之眼摩天轮,pretty good
还要拼起来，太差了，一点感觉也没有就转完了,0.023130545,0,1,琴岛之眼摩天轮,pretty bad
终于登上了梦寐许久的摩天轮，上面可以看好远唯一遗憾就是没有窗户，没法感受吹进来的风。游乐园很好玩，适合带着小朋友来玩，有了孩子再来玩一次,0.998967386,1,5,琴岛之眼摩天轮,pretty good
挺好的 正好赶上夏季啤酒节开幕那天去的 和一对情侣一起 全程大概15分钟左右 旺季需要排一会儿队 海上的风景还可以 晚上的夜景不错 很开心 好评,0.999339375,1,5,琴岛之眼摩天轮,pretty good
体验感还可以雄起ლ(｀∀´ლ),0.787873122,1,3,琴岛之眼摩天轮,pretty good
喜欢坐摩天轮，尤其是晴天最好，阳光洒在海面上，特别漂亮，就是时间很短，十三分十四秒，寓意一生一世。明年还想去坐一次。,0.999999687,1,5,琴岛之眼摩天轮,pretty good
感觉一般，太晚了没什么人，感觉景色也不怎么样,0.498932466,0,2,琴岛之眼摩天轮,just so so
可以俯视夜景，挺美,0.988609007,1,4,琴岛之眼摩天轮,pretty good
棒棒哒，我大黄岛的夜景棒棒哒,0.788472874,1,4,琴岛之眼摩天轮,pretty good
人很少，到最顶上的时候，风景还是不错的，,0.974734289,1,4,琴岛之眼摩天轮,pretty good
总体感觉不错，可能是因为小，所以一圈很快就结束了,0.976997333,1,3,琴岛之眼摩天轮,pretty good
还可以，就是有点小，转十几分钟就下来了,0.380050445,0,2,琴岛之眼摩天轮,just so so
太贵了，只能偶尔做一次。往便宜,0.555350314,0,3,琴岛之眼摩天轮,just so so
摩天轮的传说都是假的，坐过的一个月后，我们分手了,0.977737511,0,1,琴岛之眼摩天轮,pretty good
孩子很兴奋，很稳，不错,0.999212332,1,4,琴岛之眼摩天轮,pretty good
太快了，而且服务态度也不是很好,0.556003411,1,1,琴岛之眼摩天轮,just so so
可能是因为白天去玩的，看不到什么景色，但是算是满足了自己一直想坐这个玩的心愿，好评,0.995567797,1,3,琴岛之眼摩天轮,pretty good
带着小孩一起玩 ，，挺好。为啥要一定超过****…………………,0.167502908,0,3,琴岛之眼摩天轮,pretty bad
晚上和情侣一块去最合适,0.625457355,1,5,琴岛之眼摩天轮,just so so
坐了无数次了 亲朋好友来青岛玩就陪着坐一次 算是老少皆宜吧 现在天冷了人少 不需要排队 美团买的也不用换票直接扫二维码进 还是很方便的,0.355717642,1,4,琴岛之眼摩天轮,just so so
还行，就是玻璃太花了该清洗了！,0.135848137,1,3,琴岛之眼摩天轮,pretty bad
特别好玩～如果好多地方玩，但是我还是最喜欢青岛，这次是第二次来青岛了，非常喜欢青岛～喜欢这座城市✨附上晚上在琴岛之眼拍的照片，留给下面想去玩的朋友们。下次来青岛玩我还会来这里玩的。o(≧v≦)o,0.999998917,1,4,琴岛之眼摩天轮,pretty good
晚上超级好看，夜景很美，地方交通便利，,0.998084659,1,3,琴岛之眼摩天轮,pretty good
"「琴岛之眼餐厅」「琴岛之眼摩天轮」
【环境】
【交通】",0.99947082,1,4,琴岛之眼摩天轮,pretty good
一般，可以包位置，晚上去的，看海上不太清楚。,0.439435337,0,2,琴岛之眼摩天轮,just so so
还行，就是有些贵，是个信仰,0.982006258,0,4,琴岛之眼摩天轮,pretty good
很不错，带着朋友一起去的，虽然是一直待开发区，但从没有去过，我想晚上应该会更好看,0.98602613,1,4,琴岛之眼摩天轮,pretty good
好 不错。风景好。 13分14秒。,0.968229041,1,5,琴岛之眼摩天轮,pretty good
第一次坐摩天轮，和男朋友一起去的，很美很漂亮，坐在上面看夜景非常的棒！票价也不贵，非常合适的价格，慢慢的升到最高处，很惊喜很激动，毕竟第一次做！满足了少女心，服务态度也非常的棒！如果有机会，下车还会再来。哈哈,1,1,4,琴岛之眼摩天轮,pretty good
还不错挺好的 就是体验一下还好  有机会可以去玩玩,0.998985607,1,3,琴岛之眼摩天轮,pretty good
凑合把！下雨天去的啥也看不见！浪费钱,0.001116256,0,2,琴岛之眼摩天轮,pretty bad
和朋友一块去的，很容易找到，环境很漂亮，摩天轮上升的时候可以看到晚上夜景很美，虽然有一点恐高，但是上升的时候很开心，还有我们坐完后可以去周边逛一下，并且可以离吃饭的地方也比较近，拍照也比较好看，可以去玩呀。,0.999999445,1,3,琴岛之眼摩天轮,pretty good
还行吧，就是带孩子去玩，大人没什么可去的,0.969227021,1,2,琴岛之眼摩天轮,pretty good
轿厢里脏呼呼的，不值这个价钱，也就坐这一次,0.405825682,0,2,琴岛之眼摩天轮,just so so
风景还不错，但感觉不值票价，只有短短10分钟，爬升的很慢很慢，没啥意思，一锤子买卖吧，不会再坐下次,0.167103723,0,3,琴岛之眼摩天轮,pretty bad
