,评论,得分,时间,点赞,回复
493,非常一般，没什么人，摩天轮也没有空调,2.0,2021/4/14,0,0
494,还行吧。其实在外面看，好看，没必要花钱坐,3.0,2021/4/10,0,1
495,摩天轮很大很漂亮，主要是带孩子来玩儿，快要到顶的时候居然有些恐高了。据说一整圈下来是13分14秒，很符合琴岛之眼的浪漫气质。白天上去的，可以看看海景，但是晚上看看夜景应该更美呢。总之，除了有点冷，其他都挺好的，孩子玩儿的也开心。,3.0,2021/1/6,1,0
496,挺好的上面风景好站得高看的图案,3.0,2021/4/9,0,0
497,一人一生一世，挺有创意的时间,5.0,2021/3/2,0,0
498,"初二去的 排了一会队
但很快就上去了 挺不错",5.0,2021/2/14,0,0
499,除了是跟喜欢的人一起坐这一点 其他的都一般 座椅有点脏,4.0,2021/4/4,0,0
500,一般般，景色不错，不过不会再去了,3.0,2021/4/6,0,0
501,带老人看看！心情会更好！,5.0,2021/4/7,0,0
502,设施还不错，这应该是一次挺棒的体验，会推荐给我的亲朋好友们,4.0,2021/3/30,0,0
503,有点害怕  晚上去还是有些冷,4.0,2021/3/20,0,0
504,太美了，还想再做一次,5.0,2021/1/31,0,0
505,开心的游玩！,4.0,2021/4/7,0,0
506,速度掌握的不错，景色很美，值得一看,3.0,2021/4/3,0,0
507,"作为标志性建筑很不错
就是我有点恐高
一动也不敢动的做完了",5.0,2021/3/11,0,0
508,感觉还可以，挺稳的，也不用排很久的队,3.0,2021/3/29,0,0
509,"很不错。看看海湾。和朋友坐的。一圈下来十三分钟十四秒，是一生一世的意思～还挺浪漫的。很不错子！景色也不错。「琴岛之眼摩天轮」
【环境】
【交通】
【项目】
【餐饮】
【餐饮】
【项目】
【项目】
【项目】
【项目】
【项目】
【项目】
【项目】
【项目】
【项目】",3.0,2021/1/16,0,0
510,没啥意思，也没有什么特殊的，就坐那一会,2.0,2021/3/30,0,0
511,玻璃太脏，上去啥也看不清楚。没啥意思。,2.0,2021/3/27,0,0
512,风景美如画。非常漂亮。  心旷神怡。,3.0,2021/3/31,0,0
513,"很喜欢 服务周到 态度不错
推荐大家去玩耍",5.0,2021/3/28,0,0
514,有点高，挺吓人的，不建议恐高人群上去,3.0,2021/3/28,0,0
515,非常的漂亮，寻找之眼，可以说是地标性的建筑了。两个人上去非常的浪漫。,5.0,2021/3/22,0,0
516,白天千万不要去，肯定后悔！！！！！n,1.0,2021/3/31,0,0
517,里面卫生不好，，，，，，，，，，，，,2.0,2021/3/29,0,0
518,还不错，推荐来坐坐玩玩:):),3.0,2021/2/27,0,0
519,就一圈。恐高的不适合。忒贵。不咋地,5.0,2021/3/27,0,0
520,跟男朋友去体验的，一直没体验过，运行很平稳不会晃，说在最高点的时候亲吻爱人可以1314，哈哈哈而且视觉体验很好，上去就不怕了，坐在上边青岛的所有海都可以看到，景色很好，我俩很开心，票价格也不贵，五十多一张应该是忘记了，下次再去,5.0,2020/12/14,0,0
521,就是，很喜欢啊，特别喜欢,5.0,2021/3/1,0,0
522,工作人员素质不好态度差、好像欠她钱没还一样、临走说再见人家也没反应、,1.0,2021/3/17,0,0
523,女朋友吓哭了，说再也不坐摩天伦了。,2.0,2021/3/25,1,0
524,情侣一生一世,5.0,2021/3/29,0,0
525,太差劲了，什么都看不到，体验感一点都不好,1.0,2021/3/24,0,0
526,好久了没评价，好好好好好好好不错，孩子喜欢就行😁。,5.0,2021/3/1,0,0
527,答应闺女带她去坐摩天轮，十一放假去的，人超多的，孩子很兴奋，上去以后，到处看风景，从上往下看，美不胜收，视野超广，升到最高处的时候，人都是一个点一个点，爽歪了！很安全，孩子在里面怎么活动，小包厢也很稳当，速度平缓，一圈下来，估计十五分钟，带她领略领略感觉也不错，十一优惠，确实不错。,4.0,2020/12/10,0,0
528,设施不错，周边环境良好，是一场挺棒的体验,4.0,2021/3/17,0,0
529,我也太惨了！好不容易约到了小姐姐结果遇到了大雾天！冻得要死，摩天轮几乎看不到了(  ･᷄ὢ･᷅)！不过也看不到后面小情侣们在亲吻的场面了~嘻嘻，周围环境很好哦，玩完摩天轮以后可以去唐岛湾骑共享单车，那里太适合骑自行车了！,3.0,2020/12/24,0,0
530,今天天气太好了，天是蓝的，海是蓝的，视野特别好。,5.0,2021/2/12,0,0
531,设施设备有些陈旧，风景不错……,3.0,2021/3/18,0,0
532,不错，孩子们都喜欢,5.0,2021/3/17,0,0
533,「琴岛之眼摩天轮」很好看的 不少影视剧去借景 摩天轮也比较有寓意  推荐去的 旅游去黄岛真的不错 好啦🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗,5.0,2021/1/16,0,0
534,哈哈哈哈，能看到黄岛景色，不过最好是晚上来坐，白天看不大清楚，另外，恐高者要注意😂😂😂,4.0,2021/3/8,0,0
535,太漂亮了 以后肯定是青岛的网红打卡地,5.0,2021/3/15,0,0
536,不错，大家都喜欢,5.0,2021/3/17,0,0
537,感觉还行，观观景，当时排队的人挺多的，可以体验一下。感觉还行，观观景，当时排队的人挺多的，可以体验一下。感觉还行，观观景，当时排队的人挺多的，可以体验一下。感觉还行，观观景，当时排队的人挺多的，可以体验一下。,4.0,2021/1/10,0,0
538,还没玩够呢，下次希望可以慢慢的玩，慢慢的欣赏窗外的景致,5.0,2021/2/26,0,0
539,哦林一个扔拉钩上吊，一百年难得啊？？！你要,3.0,2021/2/26,0,0
540,不过我们两个现在已经分手了，挺遗憾的都是第一次,4.0,2021/2/23,0,0
541,有个傻子智障会很很累，设备也一般般,2.0,2021/2/23,0,0
542,没啥好玩的，白天的话还好点，还能看看，晚上黑不拉几看不清哈哈哈哈哈哈哈，情侣千万别坐，坐完必分，如果你想分，那当我没说,3.0,2021/2/11,0,1
543,时间太短了，都没亲到，，，，，，，，，,1.0,2021/2/26,2,1
544,玩的时候正好碰上起大风 需要间隔上人 等的时间比较长,4.0,2021/2/17,0,0
545,推荐晚上去吧，我是和朋友白天去的，没有灯光，显得不那么震撼人心，不够亮眼,3.0,2021/2/15,0,0
546,孩子很兴奋，第一次做摩天轮，很不错的溜神兽的地方,4.0,2021/2/18,0,0
547,「琴岛之眼摩天轮」，比较刺激！有点害怕！,3.0,2021/2/18,0,0
548,啥玩意啊这是 还需要是15个字  评论的为啥要这么多字,2.0,2021/2/18,0,0
549,天气好的时候，瞭望大海，天宽海阔，……  ……,5.0,2021/2/16,0,0
550,美丽风景尽收眼底，依山傍海魅力无限,3.0,2021/2/17,0,0
551,几个大老爷们坐的，全党坐了一回慢速度的电梯 哈哈,2.0,2021/2/15,0,0
552,不错，不恐高的可以去看看，景色很美,3.0,2021/2/18,0,0
553,为什么要说这么多字？？？？？？？？？？？？？？？？？？？？？,2.0,2021/2/19,0,0
554,没啥意思哈哈，有点贵，态度还可以,2.0,2021/2/16,0,0
555,一般情况，入口不明显，去了还以为没有营业，自己走进去才发现有人在检票。,3.0,2021/2/6,0,0
556,琴岛之眼，西海岸新区必打卡之地。一圈13分钟。能观望整个唐岛湾美景。胆小的最好不要上。或者恐高的。能看见西海岸新区这一片新开发的购物中心，及吾悦广场那边风景。这里到晚上可以来看琴岛之眼的灯光秀。,5.0,2020/10/31,0,0
557,服务挺好的，人不少，但也井然有序。,3.0,2021/2/13,0,0
558,据工作人员介绍，摩天轮转一圈，刚好是13分14秒，寓意很不错，情侣可以尝试一下，留个不错的印象。这里的白天景色就不错，到了晚上，在摩天轮上俯瞰，华灯下的西海岸异常美丽，流光炫目，与爱人一起欣赏这美景，更是浪漫。,4.0,2020/11/19,0,0
559,挺好玩的，就是里面比外面冷，玩的时间太短了,3.0,2021/2/6,0,0
560,慢悠悠的转着太刺激了,5.0,2021/1/26,0,0
561,蛮不错的我们是晚上6点多去的~摩天轮上风景很棒,5.0,2020/12/28,0,0
562,感觉应该好好打扫一下玻璃了，比开业时候差远了,3.0,2021/2/4,0,0
563,非常快捷很漂亮的风景,5.0,2021/2/7,0,0
564,"「琴岛之眼摩天轮」
环境还不错，算是一道亮丽的风景线。周围交通很便利。摩天轮很满意。
跟老婆认识时带她来坐摩天轮，我们白天坐了一次，晚上坐了两次。在最高点时车窗处有标签内容有些忘了，大致是永远在一起的意思。在高空能看到全面的海景，有种不一样的感觉。",5.0,2020/11/13,0,0
565,出去玩时候购买的 体验感还阔以 有点小贵,3.0,2021/2/2,0,0
566,还不错，挺好的，挺满意的啊啊啊,4.0,2021/2/5,0,0
567,挺好的，慢慢悠悠的，很大很高，可以看到城市夜景，一圈下来得十几分钟吧，和男朋友一起坐的，晚上没有几个人，一间里面就我们两个人，是件很浪漫的事……无语一百字凑够没，风景很漂亮，价格合适，玻璃有点脏，针不戳……针不戳，针不戳，针不戳，针不戳！针不戳，针不戳！针不戳！,5.0,2020/11/7,0,0
568,比较适合女生过来拍照，晚上灯光亮起来蛮好看的，摩天轮做一圈挺快的，主要就是拍拍照，自己也可以做单个还不错，玩一圈用了两个多小时吧，想做摩天轮的可以来，不做的话就是照照相，没有其他玩的，,4.0,2020/10/31,0,0
569,速度很慢，一点都不害怕，一个人第一次体验了坐摩天轮,3.0,2020/12/21,0,0
570,"【环境】好
【交通】便利
【项目】满满的爱「琴岛之眼摩天轮」「琴岛之眼餐厅」",5.0,2020/12/15,0,0
571,"琴岛之眼摩天轮🎡 圆你的少女心“琴岛之眼”摩天轮，是国内目前唯一的海景摩天轮, 依然成为青岛西海岸旅游、青岛旅游新地标。晚上格外漂亮，第一个青岛必玩榜，位置在黄岛，石油大学对面，可以溜达一下学校校园，然后散步去摩天轮。沿着海岸线拍照很美！景色宜人！周边有奥特莱斯，可以购物，餐厅很多！还可以就餐！一共50多个车厢，转的很慢，在远处看着都察觉不到在动。在上边看着海岸线的美景，真的很美，很惬意！",5.0,2020/10/6,0,0
572,和女朋友去的，说在最顶端亲吻就能相伴一生啊,5.0,2021/1/28,0,0
573,能看到整个新区，风景美极了，值得一观,5.0,2021/1/27,0,0
574,门票太贵了，只能做一圈，没什么体现感，为什么要把门票弄这么贵,1.0,2021/1/21,0,0
575,做了二次，还好不算便宜,5.0,2020/12/6,0,0
576,景色很好，价格优惠,4.0,2021/1/27,0,0
577,挺好的周围环境也不错，可以可以可以,4.0,2021/1/26,0,0
578,不错很好玩的推荐玩一下,4.0,2021/1/27,0,0
579,设施不错，就是转的太快，时间太少,3.0,2021/1/24,0,0
580,"推荐理由：
夜晚开灯光后景色优美，适合拍照📷拍出来的效果也比较好，坐上摩天轮🎡可以看到海景还是很不错的附近有商场也有很多美食，现在很多店铺都有折扣很合适，给老公买了一堆[呲牙][呲牙][呲牙]
【交通】自驾从城阳到这边1个半小时",4.0,2020/10/26,0,0
581,还行吧，时间挺短的，仓位的玻璃都挺模糊的，坐着玩而已,3.0,2021/1/21,0,0
582,大老远跑到青岛来坐个摩天轮，哈哈哈，简直不要太美好,3.0,2021/1/17,0,0
583,这是我和我对象第二次去啦！第一次去海上嘉年华的时候是2017年1月份，那个时候我们刚刚见面不久，还不是情侣，但我好不容易去一趟青岛，很喜欢这个摩天轮，而且海上嘉年华这个项目就是我对象干的，觉得很有意义，就一起坐了。时隔三年，我们又来啦，这一次有老公，有小柯基陪着我，简直太幸福了！琴岛之眼，有缘再见啦！,5.0,2020/10/12,0,0
584,还不错，就是晚上有点黑，看周围不是很清楚。,3.0,2021/1/19,0,0
585,很好，很棒，很漂亮，下次带对象去,5.0,2021/1/19,0,0
586,我说实话就是缺的话，性价比不高，因为他那个玻璃耳熟是清晰度不够，然后那个手机根本都拍不清楚，然后呢，重点是重点是重点是全都是撒，狗粮的一只一定不要自己一个人去我和你们家就是疯狂的撒狗粮，反正就是我去完之后我感觉整个人都不好了，就让我非常尴尬，然后就是说就是那个玻璃啊，确实是个致命伤，然后很多钱了，我看都说过这个问题，然后一趟下来还可以，毕竟是自己一个人包间。￼像我这种一个人报价我就感觉整个这个报价都感觉差点意思，所以我是感觉不是那么的棒，然后希望能够就是处理一下这些小问题。￼,3.0,2020/10/7,1,0
587,还好吧十五字十五字十五字十五字,3.0,2021/1/18,0,0
588,嗯，体验还不错，跟前男友去的，分手了，挺准的。,3.0,2021/1/17,1,0
589,"提起让女生最期待的“心动表白”场景

很多人会想到浪漫的摩天轮

听说只要和喜欢的人一起乘坐摩天轮

在到达顶点时,会发生爱的奇迹哦！



青岛爱情地标“琴岛之眼”摩天轮

是国内目前唯一的海景摩天轮

在68米的蔚蓝高空

独享360度全透明海景 景观览轿厢",5.0,2020/10/28,0,0
590,和男朋友一起去的。能看到青岛的夜景，挺漂亮,3.0,2021/1/15,0,0
591,前天去的时候没有人，检票那女的态度差到极致，本来天就冷，去体验一下心都冷了，那么浪漫的宣传，找这么个玩意来检票？,1.0,2020/12/26,1,0
592,去的时候是秋天，什么也没有，感觉一般般,3.0,2021/1/11,0,0
593,没什么感觉，不过需要体验下，没体验不会知道那感觉,2.0,2021/1/14,0,0
594,不错，孩子很喜欢，有空再去喽,4.0,2021/1/13,0,0
595,玻璃一点不透明，啥都看不见，你必须站起来打开窗户才能看到外景，想拍照得把手机伸出去，非常不值！换换玻璃吧！什么玩意儿！,1.0,2020/12/23,0,0
596,一次难忘的旅游，个人行，风景很美，就是有点寂寞,5.0,2021/1/9,0,0
597,店里环境特别好，2人超值吃的很饱，服务特别好，推荐👍👍👍,5.0,2020/12/8,0,0
598,玻璃该擦擦了 太脏了 一般般吧 不过就会去一次外观很好看,2.0,2021/1/5,0,0
599,去的时候没有人 只有我跟朋友两个哈哈哈哈感觉好像没有13分14秒 很快就完事儿了,3.0,2021/1/3,0,0
600,带孩子去玩儿，感受一下。开心就好,3.0,2021/1/5,0,0
601,女儿说很好玩，我没敢上去😢😢😢,5.0,2020/11/20,0,0
602,位置很好美景尽览,4.0,2021/1/6,0,0
603,周五晚 排队人较多 排队处不通风 些许有点闷热。队伍前进速度比较快 所以排队在半小时内就结束了。闸门自动验票 开门关门的小哥哥行动迅速动作麻利。进仓之后一直是匀速行驶，具体时间是不是真的13’14”也没注意看 但是这个寓意还是蛮有心的 情侣去会有仪式感。现在可能淡季 没有拼仓 情侣两个人可以坐一仓。体验感还是不错的 安安静静 景色嘛 仁者见仁 智者见智了。但是价格会觉得有点稍高 要是能下调一些 可能会再去 人可能就更多了吧,5.0,2020/9/5,0,0
604,晚上真的超级好看，整个城市灯火通明，速度适中，能够清楚的观察到各个地方，也特别干净，没有异味，主要是我自己带的男朋友特别好，和他在一起特别有安全感，都说坐完会分手，我必然是不会信，我会和我男朋友在一起好久好久好久好久,5.0,2020/10/12,0,0
605,"琴岛之眼摩天轮
上大学之前就听过
一直没去做
十月一放假有时间
顺便来坐下摩天轮
去的时候有点早
天还没黑
一直等到灯亮了才做
感觉没啥意思
还不如在外面看好看
在里面也没啥看头
窗都是脏的
好几年没擦了估计
没必要坐
成功拔草",3.0,2020/10/6,0,0
606,值得怀念的时刻，爱你们,5.0,2021/1/3,0,0
607,挺方便的，还不错，那天去的时候下雨，哈哈,3.0,2021/1/1,0,0
608,不要白天坐，一定要晚上坐（天气晴朗无云的情况），观看新区五光十色璀璨夜景，美，夜景很美～～～有点恐高但很安全舒适，值得乘坐！不要白天坐，一定要晚上坐（天气晴朗无云的情况），观看新区五光十色璀璨夜景，美，夜景很美～～～有点恐高但很安全舒适，值得乘坐,4.0,2020/10/16,0,0
609,还好。就是最近一直没精确给孩子测量过身高，就提前给孩子团了票，给检票了。后来去海洋世界检票人员测量还不太到一米二让把儿童票退掉了,3.0,2020/12/6,0,0
610,"听说玩琴岛之眼摩天轮的情侣一定会分开，我不知道为什么会有这个说法。但是，我确实是没有他了。
我们一起去了青岛，他总是有着很冲的脾气，我招架不住。在最高点，也只是我一厢情愿的轻吻的他。
分开了就分开吧，祝他一切都好，对了，他叫ly，来自信阳。",3.0,2020/11/22,0,0
611,就是坐的人太多了，排队等了很久,3.0,2021/1/2,0,0
612,怎么说呢，琴岛之眼是我跟一个人的定情之地，那里有满满的回忆，在摩天轮上可以看见整个青岛，下面是海，夜晚的风在摩天轮上显得美轮美奂，那是最美的记忆，琴岛之眼，是一个值得去的地方，我没去过天津之眼，但是到过这里，足够了,5.0,2020/10/15,0,0
613,一点都不好，里面还没有好风景，也就在外面转转好，近去就没有了，一片空白,1.0,2020/12/26,0,0
614,做了一圈好像不是13分14秒。但是也很不错，推荐在下午夕阳的时候去。和喜欢的人一起看真的很美。,4.0,2020/12/18,0,0
615,去的时候遇到大风天气，还怕玩不了，等了一会工作人员就让我们上去了，缓缓的摩天轮，孩子们充满了想象，慢悠悠的转着，孩子们可高兴了，本次出行我带着孩子与父母，他们更好的是好奇与高兴，真是一个不错的地方，推荐,5.0,2020/10/11,0,0
616,"孩爸因为恐高不敢上去
我和孩子一起去玩哒😇
小盆友非常开心，很鸡冻😬
上到最高处时还是有点心慌😁
拍了美美哒照骗🤓
和孩子在一起的时光永远是那么美好😜
(建议白天乘坐，天太黑看不见海👁)
(但是白天乘坐的话看不见夜晚的五光十色😂)
纠结吧",4.0,2020/10/7,0,0
617,景色贼好 哈哈 和男朋友来的 不枉费坐车五小时 哈哈哈,5.0,2020/11/8,0,0
618,白天去太太太无聊了……晚上可能会好一些？,1.0,2020/12/28,0,0
619,环境很好 就是坐摩天轮看不太清外面的景色,3.0,2020/11/24,0,0
620,晚上去乘坐摩天轮🎡俯瞰城市的夜空，感觉特别美好，各种建筑在彩灯的装点下，与水中的倒影竞相呼应，与白天的城市景色截然不同，总之感觉很不错。美中不足的就是停车场的停车位有点少，停车很麻烦的，而且晚上人很多交通有点堵。,3.0,2020/10/5,0,0
621,可以可以，每天喝八杯水很难，但是干八碗饭，只需要你一句我请你吃饭,3.0,2020/12/20,0,0
622,还是不错  当时去人比较少  ！！！！！,4.0,2020/12/6,0,0
623,非常好，景色也很不错，就是分手了，我也很开心，终于分手了,3.0,2020/12/21,0,0
624,还可以吧，夜里看很漂亮，时间也比较长,3.0,2020/12/19,0,0
625,"评价一百个字终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的!说实在，这是我淘宝购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多。
再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好!不得不得竖起大拇指。下次需要的时候我还会再来的，到时候麻烦掌柜给个优惠哦!",4.0,2020/9/6,0,0
626,还行 转的不快,4.0,2020/12/25,0,0
627,还不错，玩的挺好的，风景美丽，以后有机会再去。,3.0,2020/11/18,0,0
628,13分14秒的琴岛之眼，很适合情侣去坐哦～我们去的时候是阴天，人不多很快就坐上了。这么看的话景色好 像没有很好看，晚上有灯光会更好看。下来以后还可以逛逛周围的商业街或者湿地公园,3.0,2020/10/5,0,0
629,非常正点，而且一看就让人觉得很好,5.0,2020/12/20,0,0
630,带着妹妹坐了一次摩天轮，，，说实话，并没有在下面看着感觉好，风景也并没有什么风景，，，晚上看的，能看看灯光吧，，，升到最高点的时候有情侣在kiss ，，我和妹妹有些许尴尬哈哈哈哈,2.0,2020/11/22,0,0
631,"最浪漫的海景摩天轮🎡位置黄岛区滨海大道海上嘉年华
    青岛琴岛之眼一圈13分14秒一生一世观海听澜，绚丽夜景🌃灯光秀，现场极为震撼。
出行建议:晚上出行，自驾游有停车场🅿️停车很方便沿路看看夜景吹吹海风",5.0,2020/9/27,1,0
632,挺好的。服务不错。摩天轮也挺稳得。坐上去看景色也很美。我们去的时候还是白天。做到一半的时候开的灯还是挺美的。在上边往下看景色很漂亮。拍照也还行。就是玻璃有点模糊拍出来不是太满意。总体来说还不错。挺满意的,5.0,2020/10/5,0,0
633,赶觉50块钱不太值，啥也没有，一会下来了,3.0,2020/12/19,0,0
634,还可以 主要是被朋友拉着去的。晚上没啥感觉。我除了害怕别的感觉没啥。😭😭🙊🙊,4.0,2020/12/13,0,0
635,高处的风景只有在高处才看的到,5.0,2020/12/20,0,0
636,很快就一圈了，总体还可以吧，景色不错,3.0,2020/12/17,0,0
637,设施应该安全的，上面的景色不错的，可以试试,3.0,2020/12/17,0,0
638,"「琴岛之眼摩天轮」「琴岛之眼餐厅」
【环境】靠海
【交通】便利
【餐饮】附近挺多",3.0,2020/12/8,0,0
639,还不错吧，时间有点短，不到10分钟，高度一般，因为当天能见度不好，所以远处的竟然看不清。人也不是太多，也不用怎么排队。有机会找个天气更好的日子去！总体来说还是满意的。已经推荐给朋友了。还会光顾的。赞一个,3.0,2020/9/26,0,0
640,就是有点冷  其他都挺好的  夏天合适,3.0,2020/12/15,0,0
641,景色很美哦，孩子很喜欢,4.0,2020/12/19,0,0
642,还可，分手了，期待下次有男朋友再去。,3.0,2020/12/14,0,0
643,琴岛之眼，非常适合情侣乘坐，在上面看海景，看黄岛非常美丽,5.0,2020/10/21,0,0
644,圆圆圈圈，周而复始，始于足下，足于江湖，海纳百川,2.0,2020/10/21,0,0
645,没想到居然会害怕，飞伞，冲刺都没怕，居然怕了摩天轮😂,3.0,2020/12/9,0,0
646,"地点在海上嘉年华澳乐购广场，属于黄岛地标性建筑，停车方便，商场免费停车，团购能比现场买票便宜五元钱
转一圈下来刚好13分14秒，建议晴天时候再去坐，这样观看视野好，晚上又是另一种景象，还会再去体验的✌️✌️✌️",4.0,2020/8/21,3,0
647,好的我真的是太喜欢了一个人的时候就会觉得自己很好的样子，我们的生活方式是什么时候回来呢，我们的生活方式是什么时候回来呢，我们的生活方式是什么时候回来呢，我们的生活方式和红红火火！？我的生活方式就是这样一个人的生活方式是什么时候回来的时候我就不想去了，,3.0,2020/10/11,0,0
648,美好的事物不都是这样吗。  远看很漂亮，有幻想，有期望，坐上之后，  只是平静平常的一段时光，  也不错啦,4.0,2020/11/27,0,0
649,琴岛之眼，非常美丽，适合情侣乘坐。看海景，非常爽,5.0,2020/10/21,0,0
650,服务很周到，摩天轮很梦幻，很开心是一次经历,3.0,2020/11/21,0,0
651,很不错，很平稳,5.0,2020/12/10,0,0
652,来青岛那么久了，都没有坐过一次摩天轮，昨天跟男朋友一起坐了，我俩上去特别害怕，坐在里面特别紧张，我们坐的那个里面不知道怎么回事，在半空中发出嘎吱嘎吱的声音，吓死了，我们以为门没有关好呢！吓得我们手的出汗，后来还是完好无损的下来了,5.0,2020/9/11,0,0
653,每年回老家都会带孩子去做一下，比排队买票优惠点,4.0,2020/12/4,0,0
654,挺好的 冬天去里面也不冷 保暖不错 就是迷信 应该能和喜欢的一直在一起吧,4.0,2020/11/30,0,0
655,环境挺好，不错不错，来青岛玩，必去的地方,3.0,2020/12/6,0,0
656,还不错！风景一般，速度有点快，再慢点就好了！,3.0,2020/12/4,0,0
657,跟盆友一起玩儿，朋友表示很开心，能看到唐岛湾夜景。,4.0,2020/12/4,0,0
658,价格有点贵，不过我在这个小小空间中给老婆过得31岁生日，还是很独特的,5.0,2020/11/25,0,0
659,琴岛之眼摩天轮，据说这个摩天轮的最高点就是离星星最近的地方，当然到最高点的时候，许愿就可以实现心中的愿望，琴岛之眼，摩天轮转一圈儿是13分14秒，好多情侣就是因为这个来的吧？所以即使价格贵一点，大家也都愿意选一个粉红色的，坐进去,4.0,2020/9/13,0,0
660,还可以吧，就是价格有点贵，不过寓意很好,3.0,2020/12/3,0,0
661,我和她爱情的回忆，就在这个上面,5.0,2020/12/6,0,0
662,很美好的体验，带着孩子玩很快心,5.0,2020/12/4,0,0
663,很多人在那求婚，摩天轮很小，很多情侣坐。,3.0,2020/12/1,0,0
664,第一次坐摩天轮，从一进去开始及时到下来刚刚好是13′14″，很浪漫~,5.0,2020/11/11,0,0
665,非常好就是恐高！😅️,4.0,2020/12/5,0,1
666,景色特别美，我这个恐高的人竟然去玩了😁,5.0,2020/10/8,0,0
667,孩子们玩的很开心，约我再玩一次,3.0,2020/12/2,0,0
668,摩天轮没有想象中浪漫，还可以继续努力吗,3.0,2020/11/28,0,0
669,可以666恐高的小朋友比如像我，不用太害怕，放轻松一切没问题。,4.0,2020/11/22,0,0
670,时间短 体验效果一般 不是很喜欢 ....,2.0,2020/11/29,0,0
671,两年前来的时候由于下雨，摩天轮不开放，今天天气好特意來坐一下，心心念念的好几年了，今天终于坐上了，家人们很开心，或许是期待已久吧，没有想象中的惊喜，但还是蛮惊艳的，为了视觉效果好特意晚上去做的，有了灯光的衬托显得格外好，确实比别的地方的观景效果要强多了，只是晚上拍照效果不好，值得推荐吧👍,4.0,2020/8/23,0,0
672,很慢很慢，放心坐，高处风景不错,4.0,2020/10/29,0,0
673,非常合适，经常来坐,4.0,2020/11/28,0,0
674,非常不错的体验，要是晚上来可能会更好，很适合这个季节，里面居然还有空调耶，超赞！,5.0,2020/9/15,0,0
675,还不错的项目，适合孩子观景，一览城市风景。,3.0,2020/11/24,0,0
676,黄岛最高的地方，一定系咯来看看,4.0,2020/11/27,0,0
677,凑合吧，没啥特色，说的过去吧，还行,3.0,2020/11/29,0,0
678,一般，可以吧以后不会去了，一般一般一般,3.0,2020/11/28,0,0
679,感觉还行，附近有嘉年华游乐场啥的，感兴趣可以一块去了，ps.去嘉年华小道上卖的烤地瓜真好吃,3.0,2020/11/14,0,0
680,很适合孩子们,4.0,2020/11/30,0,0
681,摩天轮窗户太脏了，看不到下面。。。。。。。,2.0,2020/11/27,0,0
682,还可以，值得去，，，，，，，，,3.0,2020/11/29,0,0
683,不错，领孩子一起去玩的，适合观看风景。,3.0,2020/11/24,0,0
684,出差酒店附近，夜里散步经过，本来是想买点衣服，结果看到大摩天轮就坐一下，夜景不错，赞,4.0,2020/11/12,0,0
685,分手了,5.0,2020/11/30,0,0
686,摩天轮很壮观，乘坐体验超棒，可以从高处俯瞰我最最最爱的石油大学😝,5.0,2020/10/3,0,0
687,一般般吧发货神速，没有异味，有点快,2.0,2020/11/24,0,0
688,跟男朋友的去的，也是最后一站回忆,4.0,2020/11/24,0,0
689,夜景很好看，晚上排队坐了一次，第二天白天又坐了一次,4.0,2020/10/6,0,0
690,我知道我有点恐高，没想到摩天轮🎡也不行，也是服了我自己了，让孩子看笑话了。,5.0,2020/11/18,0,0
691,就是十几分钟吧，可以去体验一下,3.0,2020/11/25,0,0
692,挺好。就是服务不够到位，没买票让我重新去买，其实可以告知从美团买，还少跑腿,3.0,2020/10/6,0,0
693,还行吧。跟男朋友去应该会更有氛围。晚上本来说可以看夜景的但是里面玻璃很脏看不清楚，而且有雾。外面的彩虹栈道到是挺推荐的哈哈哈，很好拍照哦,3.0,2020/9/9,0,0
694,很棒棒，但是要一百字评论，所以我就说些废话。我攒了好多年的温柔和浪漫，好想快点都给你大抵知心有庭树，亭亭一如你风致遇见你，是我一生只有一次的惊喜想陪你烹雪煮茶白首天涯 万家灯火 月落归家未认识你之前，不知道什么是鬼迷心窍,4.0,2020/8/24,0,0
695,两次都是不同的人，后来也并不美好的结果，就这样吧。,4.0,2020/11/17,0,0
696,我和弟弟一块去的是下雨天，还蛮有意思的,4.0,2020/11/22,0,0
697,来青岛旅游然后不小心来到西海岸，后来又不小心在晚上看到了摩天轮，因为我自己喜欢第二天就专门去了一下。因为疫情期间很安静，工作人员还会问你坐什么颜色，立马都消毒那种，设施很完善，也很安全，虽然不如天津之眼的大但是坐上两圈也是非常满足的。ps：对医护人员还是免费政策,5.0,2020/8/13,0,0
698,很漂亮，走一圈13分14秒，来青岛必去的地方,4.0,2020/10/3,0,0
699,晚上和白天是不同的味道～比想象的小一点,5.0,2020/10/11,0,0
