,评论,得分,时间,点赞,回复
278,很好很快活就是能让游泳圈的租金再便宜点、厕所再多修一点就更好了,4.0,2016/7/18,1,0
279,就优惠了五元钱，然而冲澡只能冲一次，,5.0,2016/7/18,1,0
280,很贵，原来往旁边走还有15一人的。最坑的是淋浴居然是冷水，我靠！,1.0,2016/7/13,1,0
281,还不错，比直接去买票便宜五元。,5.0,2016/7/17,0,0
282,比到那买便宜五元 直接用 挺方便的,5.0,2016/7/15,0,0
283,第一次去，挺不错的。很喜欢海边。,5.0,2016/7/11,2,0
284,垃圾。  服务态度很差。         。。 ,1.0,2016/7/16,4,0
285,服务态度不错，就是水是凉的，希望以后换成温水,3.0,2016/7/5,1,0
286,价格是周围最贵的，洗澡是凉水，热水洗澡还要再加钱，就一个字，坑！,1.0,2016/6/25,7,0
287,山炮第一次看见海，非常非常激动,5.0,2016/7/1,0,0
288,冲澡的是冷水，服务态度一般，5点就要求回去。,2.0,2016/6/25,3,0
289,凉水,5.0,2017/9/4,0,0
290,蛮不错的,5.0,2017/8/30,1,0
291,不错。,5.0,2017/8/28,0,0
292,满意,5.0,2017/8/12,0,0
293,棒,5.0,2017/8/10,0,0
294,无比坑,5.0,2017/7/10,1,0
295,12345我不想说话？？？！！,5.0,2016/11/20,0,0
296,好的！好的好的棒棒的还可以吧！,5.0,2016/10/27,0,0
297,设施可以、服务可以、环境也可以,4.0,2016/8/24,0,0
298,设施可以，服务可以，第一海水浴场可以,4.0,2016/8/18,0,0
299,洗澡水有点凉，别的还可以～～～,4.0,2016/8/10,0,0
